row_id,source_seed,checkpoint_age,future_schedule_seed,T_tau,censored,task_recovery_step,task_nonrecovered_h20,task_nonrecovered_h100,max_validation_loss_gap,final_validation_loss_gap,max_function_kl,final_function_kl,source,isolated_lr_matches_checkpoint,isolated_initial_optimizer_state_entries
gpu_seed1102_ckpt300_optimizer_reset,1102,300,8103,,True,,True,True,0.5730787118275962,0.10623749097188329,0.8848957419395447,0.14817596971988678,rerun_lr_isolated_optimizer_reset,True,0
gpu_seed1102_ckpt300_optimizer_reset,1102,300,8104,,True,95,True,False,0.48284173011779785,0.01646288235982274,0.913417398929596,0.12887334823608398,rerun_lr_isolated_optimizer_reset,True,0
gpu_seed1102_ckpt300_optimizer_reset,1102,300,8105,,True,34,True,False,0.5538625717163086,0.026792128880818833,1.0958914756774902,0.16938060522079468,rerun_lr_isolated_optimizer_reset,True,0
gpu_seed1103_ckpt75_optimizer_reset,1103,75,8101,14,False,64,True,False,15.033167839050293,0.00099698702494333,23.324979782104492,0.8253287672996521,rerun_lr_isolated_optimizer_reset,True,0
gpu_seed1103_ckpt75_optimizer_reset,1103,75,8102,14,False,,True,True,14.072140057881674,0.31252074241638184,21.17536735534668,1.0244568586349487,rerun_lr_isolated_optimizer_reset,True,0
gpu_seed1103_ckpt75_optimizer_reset,1103,75,8103,14,False,,True,True,16.455878098805744,0.09785834948221872,26.733436584472656,1.3379002809524536,rerun_lr_isolated_optimizer_reset,True,0
gpu_seed1103_ckpt75_optimizer_reset,1103,75,8104,15,False,,True,True,13.75721518198649,0.383375883102417,25.604307174682617,1.4686625003814697,rerun_lr_isolated_optimizer_reset,True,0
gpu_seed1103_ckpt75_optimizer_reset,1103,75,8105,15,False,,True,True,19.823387781778973,0.22141265869140625,25.011951446533203,0.8433914184570312,rerun_lr_isolated_optimizer_reset,True,0
gpu_seed1103_ckpt150_optimizer_reset,1103,150,8101,,True,89,True,False,10.807223796844482,0.026483774185180664,10.217254638671875,0.45181435346603394,rerun_lr_isolated_optimizer_reset,True,0
gpu_seed1103_ckpt150_optimizer_reset,1103,150,8102,,True,,True,True,9.450254837671915,0.10938533147176122,10.895257949829102,0.49938249588012695,rerun_lr_isolated_optimizer_reset,True,0
gpu_seed1103_ckpt150_optimizer_reset,1103,150,8103,,True,,True,True,7.4613231023152675,0.14547530810038234,12.00506591796875,0.2748408913612366,rerun_lr_isolated_optimizer_reset,True,0
gpu_seed1103_ckpt150_optimizer_reset,1103,150,8104,,True,93,True,False,8.955268621444702,0.03725997606913278,11.982583045959473,0.40222182869911194,rerun_lr_isolated_optimizer_reset,True,0
gpu_seed1103_ckpt150_optimizer_reset,1103,150,8105,,True,65,True,False,7.184110323588053,0.12261803944905614,11.120670318603516,0.4117387533187866,rerun_lr_isolated_optimizer_reset,True,0
gpu_seed1103_ckpt300_optimizer_reset,1103,300,8101,,True,54,True,False,0.9648257891337075,0.042751630147298325,1.3087158203125,0.23957492411136627,rerun_lr_isolated_optimizer_reset,True,0
gpu_seed1103_ckpt300_optimizer_reset,1103,300,8102,,True,,True,True,0.8614358901977539,0.0957263310750327,1.0489461421966553,0.20220313966274261,rerun_lr_isolated_optimizer_reset,True,0
gpu_seed1103_ckpt300_optimizer_reset,1103,300,8103,,True,,True,True,0.7804958820343018,0.09081840515136719,1.1265621185302734,0.20326706767082214,rerun_lr_isolated_optimizer_reset,True,0
gpu_seed1103_ckpt300_optimizer_reset,1103,300,8104,,True,95,True,False,0.873021125793457,0.0321955680847168,1.074310541152954,0.17768003046512604,rerun_lr_isolated_optimizer_reset,True,0
gpu_seed1103_ckpt300_optimizer_reset,1103,300,8105,,True,,True,True,0.7383350531260175,0.09023118019104004,0.9444271326065063,0.23105405271053314,rerun_lr_isolated_optimizer_reset,True,0
