safety_margin,perturbations,probe_steps,estimator_method,L_pred,L_actual,bound_holds,max_bound_ratio,final_bound_ratio,predicted_dangerous,actual_dangerous,false_negative,false_positive,runtime_seconds
1.15,3,1,max_clean_rewritten_L,0.8547402549271795,0.9938105561960218,False,3523260.1074842024,3523260.1074842024,False,True,True,False,0.003978300000198942
1.15,3,1,longer_horizon_L,1.0327922345879421,0.9938105561960218,True,0.9999999068677404,0.02133359865239207,True,True,False,False,0.014095300000008137
1.25,3,1,clean_state_L,0.9290654944860648,0.9938105561960218,False,842.8056552155055,842.8056552155055,False,True,True,False,0.0019199999996999395
1.25,3,1,rewritten_state_L,0.8874480139196605,0.9938105561960218,False,82426.77862760265,82426.77862760265,False,True,True,False,0.0020583000004990026
1.25,3,1,max_clean_rewritten_L,0.9290654944860648,0.9938105561960218,False,842.8056552155055,842.8056552155055,False,True,True,False,0.003978300000198942
1.25,3,1,longer_horizon_L,1.1226002549868939,0.9938105561960218,True,0.9999999068677404,5.103250126818599e-06,True,True,False,False,0.014095300000008137
1.5,3,1,clean_state_L,1.1148785933832777,0.9938105561960218,True,0.9999999068677404,1.0176603087430958e-05,True,True,False,False,0.0019199999996999395
1.5,3,1,rewritten_state_L,1.0649376167035927,0.9938105561960218,True,0.9999999068677404,0.000995276437311226,True,True,False,False,0.0020583000004990026
1.5,3,1,max_clean_rewritten_L,1.1148785933832777,0.9938105561960218,True,0.9999999068677404,1.0176603087430958e-05,True,True,False,False,0.003978300000198942
1.5,3,1,longer_horizon_L,1.3471203059842725,0.9938105561960218,True,0.9999999068677404,6.162007892938896e-14,True,True,False,False,0.014095300000008137
1.0,3,3,clean_state_L,0.8691687197813394,0.9938105561960218,False,660619.9468066155,660619.9468066155,False,True,True,False,0.003913000000466127
1.0,3,3,rewritten_state_L,0.8206213857296114,0.9938105561960218,False,207051051.73798394,207051051.73798394,False,True,True,False,0.0048412999994980055
1.0,3,3,max_clean_rewritten_L,0.8691687197813394,0.9938105561960218,False,660619.9468066155,660619.9468066155,False,True,True,False,0.008754299999964132
1.0,3,3,longer_horizon_L,0.930618489236793,0.9938105561960218,False,713.1696239256723,713.1696239256723,False,True,True,False,0.016520700000000943
1.03,3,3,clean_state_L,0.8952437813747796,0.9938105561960218,False,34373.93189404224,34373.93189404224,False,True,True,False,0.003913000000466127
1.03,3,3,rewritten_state_L,0.8452400273014997,0.9938105561960218,False,10773454.215899905,10773454.215899905,False,True,True,False,0.0048412999994980055
1.03,3,3,max_clean_rewritten_L,0.8952437813747796,0.9938105561960218,False,34373.93189404224,34373.93189404224,False,True,True,False,0.008754299999964132
1.03,3,3,longer_horizon_L,0.9585370439138968,0.9938105561960218,False,60.20341580559313,37.10824082775835,False,True,True,False,0.016520700000000943
1.08,3,3,clean_state_L,0.9387022173638466,0.9938105561960218,False,320.70501177788645,300.3143840733751,False,True,True,False,0.003913000000466127
1.08,3,3,rewritten_state_L,0.8862710965879804,0.9938105561960218,False,94124.32878391327,94124.32878391327,False,True,True,False,0.0048412999994980055
1.08,3,3,max_clean_rewritten_L,0.9387022173638466,0.9938105561960218,False,320.70501177788645,300.3143840733751,False,True,True,False,0.008754299999964132
1.08,3,3,longer_horizon_L,1.0050679683757364,0.9938105561960218,False,1.9207899140889932,0.32420319335555675,True,True,False,False,0.016520700000000943
1.15,3,3,clean_state_L,0.9995440277485402,0.9938105561960218,False,2.8250433599284217,0.5625584433293036,False,True,True,False,0.003913000000466127
1.15,3,3,rewritten_state_L,0.9437145935890531,0.9938105561960218,False,209.44961389370442,176.3166824109118,False,True,True,False,0.0048412999994980055
1.15,3,3,max_clean_rewritten_L,0.9995440277485402,0.9938105561960218,False,2.8250433599284217,0.5625584433293036,False,True,True,False,0.008754299999964132
1.15,3,3,longer_horizon_L,1.070211262622312,0.9938105561960218,True,0.9999999068677404,0.0006073077196726192,True,True,False,False,0.016520700000000943
1.25,3,3,clean_state_L,1.0864608997266743,0.9938105561960218,True,0.9999999068677404,0.0001345706598329242,True,True,False,False,0.003913000000466127
