model,dataset,seed,scenario,delta,L_clean,L_rewritten,L_max,L_stepwise,fixed_bound_final,stepwise_bound_final,actual_max_divergence,actual_loss_gap,epsilon,safety_margin,decision,decision_reason,runtime_seconds
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,reset_first_moment,0.017937932163476944,1.0283196203327094,1.023835237340426,1.0283196203327094,1.0294081603235663,0.05481472833874961,0.057184278239511416,0.08916588127613068,0.02811439335346222,0.05,1.08,flagged_dangerous,"expansive regime, bound reaches danger threshold",0.16273640000054002
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,reset_second_moment,1.7076084613800049,1.0283196203327094,1.658448061145276,1.658448061145276,0.980193722658275,1048246197.9921359,0.7671229459899298,3.560349225997925,80.38969683647156,0.05,1.08,flagged_dangerous,"expansive regime, bound reaches danger threshold",0.1614227000000028
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,scheduler_mismatch,0.008968967013061047,1.0283196203327094,1.0173272863647767,1.0283196203327094,1.047051424360251,0.02740736701531008,0.056423874350911916,0.0774640366435051,0.012131884694099426,0.05,1.08,abstained,expansive regime but bound below danger threshold (cannot certify),0.16220419999990554
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,ema_shadow_present_not_loaded,0.0,1.0283196203327094,1.0183836926727174,1.0283196203327094,1.0,0.0,0.0,0.0,0.0,0.05,1.08,certified_safe,zero displacement (no-op): bound is identically zero,0.16141589999915595
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,ema_loaded_as_parameters,1.3281701803207397,1.0283196203327094,1.0256604948978578,1.0283196203327094,0.962319197469055,4.0586220841074825,0.28577202558517456,1.3281701803207397,16.4494546353817,0.05,1.08,flagged_dangerous,"expansive regime, bound reaches danger threshold",0.16259010000067065
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,mild_lr_decrease,0.008968966081738472,1.0283196203327094,1.030285861693261,1.030285861693261,1.0648534732998562,0.029583665855624382,0.11074814318955813,0.10624025762081146,0.024853043258190155,0.05,1.08,abstained,expansive regime but bound below danger threshold (cannot certify),0.16227379999963887
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,severe_lr_increase,0.1614413857460022,1.0283196203327094,1.2793127352275664,1.2793127352275664,0.9812137681605975,3069.6142662719485,0.0756066884503033,0.6268767714500427,0.33143240958452225,0.05,1.08,flagged_dangerous,"expansive regime, bound reaches danger threshold",0.19117259999984526
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,optimizer_state_from_older_checkpoint,0.0638786181807518,1.0283196203327094,1.0248387849268055,1.0283196203327094,1.0063188547113897,0.1952002644631432,0.08218260566112166,0.27925047278404236,0.587429404258728,0.05,1.08,flagged_dangerous,"expansive regime, bound reaches danger threshold",0.18915149999975256
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,params_current_optimizer_older,0.09909094125032425,1.0283196203327094,1.0226762901865734,1.0283196203327094,1.0006766861462815,0.30280207194265,0.10180877703996973,0.3884899616241455,1.0638918280601501,0.05,1.08,flagged_dangerous,"expansive regime, bound reaches danger threshold",0.1651756999999634
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,exact_restore,0.0,1.0157898355783852,1.02344220767563,1.02344220767563,1.0,0.0,0.0,0.0,0.0,0.05,1.08,certified_safe,zero displacement (no-op): bound is identically zero,0.17016899999998714
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,noop_restore,0.0,1.0157898355783852,1.0221158969318809,1.0221158969318809,1.0,0.0,0.0,0.0,0.0,0.05,1.08,certified_safe,zero displacement (no-op): bound is identically zero,0.16229850000036095
