model,dataset,seed,scenario,direction_type,probe_trials,probe_steps,L_estimate,actual_growth,missed_worst_case,bound_holds,runtime_seconds
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,severe_lr_increase,adam_denom_sensitive,10,15,1.3327145500124733,3.5626293710771217,False,True,0.0584433000003628
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,severe_lr_increase,adam_denom_sensitive,20,15,1.3328201258192343,3.5626293710771217,False,True,0.11955999999918276
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,severe_lr_increase,adam_denom_sensitive,50,15,1.3326810146911816,3.5626293710771217,False,True,0.29693390000102227
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,severe_lr_increase,schedule_time,1,15,0.9712757653029208,1.350196945261724,True,False,0.005940099999861559
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,severe_lr_increase,schedule_time,3,15,1.0178431903253142,1.957799163728112,True,False,0.018237000000226544
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,severe_lr_increase,schedule_time,5,15,1.0229447511556817,1.957799163728112,True,False,0.029133600000932347
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,severe_lr_increase,schedule_time,10,15,1.0104795171974048,1.957799163728112,True,False,0.05878589999883843
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,severe_lr_increase,schedule_time,20,15,1.0054408814430948,1.957799163728112,True,False,0.11839450000115903
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,severe_lr_increase,schedule_time,50,15,1.0107575498211103,2.041016506713516,True,False,0.29813839999951597
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,random,1,15,0.9393651923081529,1.114557078499957,True,False,0.005834900000991183
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,random,3,15,0.939488381337596,1.1180012845169702,True,False,0.01807800000096904
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,random,5,15,0.9509240707765011,1.1180012845169702,True,False,0.02894209999976738
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,random,10,15,0.9540584891521584,1.1180012845169702,True,False,0.05779470000015863
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,random,20,15,0.9512314492906022,1.1180012845169702,True,False,0.11589099999946484
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,random,50,15,0.9494123102561981,1.3945485970535016,True,False,0.2922328999993624
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,gradient_aligned,1,15,0.9727887516864369,0.983413508324969,True,False,0.00585500000124739
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,gradient_aligned,3,15,0.9734377562556022,0.9841055974307138,True,False,0.01747840000098222
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,gradient_aligned,5,15,0.9733941277130638,0.9843202381857544,True,False,0.02888639999946463
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,gradient_aligned,10,15,0.9732978677722467,0.9843202381857544,True,False,0.057993899999928544
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,gradient_aligned,20,15,0.9733842555662937,0.9845136331440251,True,False,0.11989220000032219
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,gradient_aligned,50,15,0.9734908048328932,0.9845212728997129,True,False,0.29640850000032515
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,trajectory_aligned,1,15,0.9539890387368044,0.9753408331480996,True,False,0.006126500000391388
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,trajectory_aligned,3,15,0.9538860415779291,0.9753408331480996,True,False,0.0181336999994528
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,trajectory_aligned,5,15,0.953386335831291,0.9753408331480996,True,False,0.0298875999997108
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,trajectory_aligned,10,15,0.9542726300071115,0.9757321341584755,True,False,0.060062399999878835
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,trajectory_aligned,20,15,0.954111119065046,0.9757321341584755,True,False,0.1201930999995966
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,trajectory_aligned,50,15,0.9542785077049106,0.9759826436379675,True,False,0.3030295999997179
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,top_hessian,1,15,0.9485444035866559,1.1588244706185962,True,False,0.006116299999121111
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,top_hessian,3,15,0.9487776842068024,1.160128443056392,True,False,0.017574000001332024
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,top_hessian,5,15,0.9494536080104171,1.160128443056392,True,False,0.02931420000095386
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,top_hessian,10,15,0.9489869227501125,1.162490811080283,True,False,0.05857579999974405
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,top_hessian,20,15,0.9490138384748517,1.1681720242093072,True,False,0.11666349999904924
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,top_hessian,50,15,0.9488518775156117,1.1705882405851644,True,False,0.29159920000165584
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,adam_denom_sensitive,1,15,0.9429420742832894,1.6856537218717336,False,False,0.005850099998497171
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,adam_denom_sensitive,3,15,0.9431563377493705,1.7013725336934822,False,False,0.01792589999968186
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,adam_denom_sensitive,5,15,0.9429496480552948,1.7391266655092856,False,False,0.029426500001136446
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,adam_denom_sensitive,10,15,0.9430210768937507,1.7391266655092856,False,False,0.059014700000261655
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,adam_denom_sensitive,20,15,0.9430350444358869,1.7476223412880956,False,False,0.11797800000022107
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,adam_denom_sensitive,50,15,0.9431408397758659,1.7476223412880956,False,False,0.29805490000035206
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,schedule_time,1,15,0.9512726311467868,0.9730221309170363,True,False,0.006025700000463985
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,schedule_time,3,15,0.9513489883605397,0.9758732149801784,True,False,0.017934900000909693
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,schedule_time,5,15,0.951916728915913,0.9758732149801784,True,False,0.029845900000509573
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,schedule_time,10,15,0.9509586710456089,0.9758732149801784,True,False,0.05902159999823198
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,schedule_time,20,15,0.9511392568857491,0.9760787625284708,True,False,0.11771349999980885
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,schedule_time,50,15,0.9509688498175215,0.9760787625284708,True,False,0.29509069999949133
mnist_mlp,real MNIST train split,0,reset_second_moment,random,1,5,17.236279805579816,1478275.7941803252,True,False,0.019621000001279754
mnist_mlp,real MNIST train split,0,reset_second_moment,random,3,5,19.785143400754478,2218030.307747135,True,False,0.0588977999996132
mnist_mlp,real MNIST train split,0,reset_second_moment,random,5,5,19.61346939395998,3931151.565825617,True,False,0.10195219999877736
mnist_mlp,real MNIST train split,0,reset_second_moment,random,10,5,17.73667295363943,3931151.565825617,True,False,0.2080045999991853
mnist_mlp,real MNIST train split,0,reset_second_moment,random,20,5,18.413480994778148,3997584.9827942555,True,False,0.4175207999996928
mnist_mlp,real MNIST train split,0,reset_second_moment,random,50,5,18.294909765331095,3997584.9827942555,True,False,1.029151799999454
mnist_mlp,real MNIST train split,0,reset_second_moment,gradient_aligned,1,5,15.35164215410435,809762.6873684144,True,False,0.0230357999989792
mnist_mlp,real MNIST train split,0,reset_second_moment,gradient_aligned,3,5,18.785721037442194,1918021.2886876683,True,False,0.06560170000011567
mnist_mlp,real MNIST train split,0,reset_second_moment,gradient_aligned,5,5,19.00722523190452,4006137.491340264,True,False,0.11272680000001856
mnist_mlp,real MNIST train split,0,reset_second_moment,gradient_aligned,10,5,17.48287874926213,4006137.491340264,True,False,0.22008330000062415
mnist_mlp,real MNIST train split,0,reset_second_moment,gradient_aligned,20,5,18.130537743452916,4006137.491340264,True,False,0.4472973000010825
mnist_mlp,real MNIST train split,0,reset_second_moment,gradient_aligned,50,5,18.108392279759048,5333642.547068564,True,False,1.087615200000073
mnist_mlp,real MNIST train split,0,reset_second_moment,trajectory_aligned,1,5,17.373525505012793,1535785.5720493873,True,False,0.022492099998999038
mnist_mlp,real MNIST train split,0,reset_second_moment,trajectory_aligned,3,5,19.985210552562396,2771374.0749097634,True,False,0.06621930000073917
mnist_mlp,real MNIST train split,0,reset_second_moment,trajectory_aligned,5,5,19.733086595706634,3958879.5287997285,True,False,0.11403450000034354
mnist_mlp,real MNIST train split,0,reset_second_moment,trajectory_aligned,10,5,17.74185039337853,3958879.5287997285,True,False,0.2209432999989076
mnist_mlp,real MNIST train split,0,reset_second_moment,trajectory_aligned,20,5,18.375137188130807,3972995.7058350635,True,False,0.44660600000133854
mnist_mlp,real MNIST train split,0,reset_second_moment,trajectory_aligned,50,5,18.24967650767045,3972995.7058350635,True,False,1.1461843000015506
mnist_mlp,real MNIST train split,0,reset_second_moment,top_hessian,1,5,,,,,0.0
mnist_mlp,real MNIST train split,0,reset_second_moment,top_hessian,3,5,,,,,0.0
mnist_mlp,real MNIST train split,0,reset_second_moment,top_hessian,5,5,,,,,0.0
mnist_mlp,real MNIST train split,0,reset_second_moment,top_hessian,10,5,,,,,0.0
mnist_mlp,real MNIST train split,0,reset_second_moment,top_hessian,20,5,,,,,0.0
mnist_mlp,real MNIST train split,0,reset_second_moment,top_hessian,50,5,,,,,0.0
mnist_mlp,real MNIST train split,0,reset_second_moment,adam_denom_sensitive,1,5,20.463021372110223,3555769.5573086254,True,False,0.02207060000000638
mnist_mlp,real MNIST train split,0,reset_second_moment,adam_denom_sensitive,3,5,20.845180270895217,3555769.5573086254,True,False,0.059201199999733944
mnist_mlp,real MNIST train split,0,reset_second_moment,adam_denom_sensitive,5,5,20.218659134295823,3914421.3026144467,True,False,0.1066276999990805
mnist_mlp,real MNIST train split,0,reset_second_moment,adam_denom_sensitive,10,5,18.307795286433677,3914421.3026144467,True,False,0.2154525999994803
mnist_mlp,real MNIST train split,0,reset_second_moment,adam_denom_sensitive,20,5,18.87586961754748,3916479.4072367083,True,False,0.41059820000009495
mnist_mlp,real MNIST train split,0,reset_second_moment,adam_denom_sensitive,50,5,18.68294622898984,3916479.4072367083,True,False,1.0528080000003683
mnist_mlp,real MNIST train split,0,reset_second_moment,schedule_time,1,5,17.77642969690873,1596889.9211564,True,False,0.021410900000773836
mnist_mlp,real MNIST train split,0,reset_second_moment,schedule_time,3,5,20.531823225967237,3396605.0202136366,True,False,0.05803670000022976
mnist_mlp,real MNIST train split,0,reset_second_moment,schedule_time,5,5,20.459467423276568,3913691.341780095,True,False,0.09708500000124332
mnist_mlp,real MNIST train split,0,reset_second_moment,schedule_time,10,5,18.715231129232706,5413300.268555079,True,False,0.2148140000008425
mnist_mlp,real MNIST train split,0,reset_second_moment,schedule_time,20,5,19.349735861460243,5798315.010759397,False,False,0.42568369999935385
mnist_mlp,real MNIST train split,0,reset_second_moment,schedule_time,50,5,19.00987648346509,5849884.606618765,False,False,1.0378893999986758
mnist_mlp,real MNIST train split,0,severe_lr_increase,random,1,5,6.4599084741660615,2229.452338511026,True,True,0.019248699998570373
mnist_mlp,real MNIST train split,0,severe_lr_increase,random,3,5,6.542548356297507,4194.117003521709,False,True,0.057713099999091355
mnist_mlp,real MNIST train split,0,severe_lr_increase,random,5,5,6.538701725673092,4194.117003521709,False,True,0.10256339999978081
mnist_mlp,real MNIST train split,0,severe_lr_increase,random,10,5,6.57878099942562,4194.117003521709,False,True,0.20314580000012938
mnist_mlp,real MNIST train split,0,severe_lr_increase,random,20,5,6.569164289529522,4194.117003521709,False,True,0.4071925000007468
mnist_mlp,real MNIST train split,0,severe_lr_increase,random,50,5,6.572514641712412,4194.123197755397,False,True,1.0906740999998874
mnist_mlp,real MNIST train split,0,severe_lr_increase,gradient_aligned,1,5,6.459828559756842,2229.910088958764,True,True,0.023523800000475603
mnist_mlp,real MNIST train split,0,severe_lr_increase,gradient_aligned,3,5,6.542017205133751,4191.760228668802,False,True,0.0681559999993624
mnist_mlp,real MNIST train split,0,severe_lr_increase,gradient_aligned,5,5,6.538389131595135,4191.760228668802,False,True,0.11176259999956528
mnist_mlp,real MNIST train split,0,severe_lr_increase,gradient_aligned,10,5,6.578843183983424,4191.760228668802,False,True,0.22729470000012952
mnist_mlp,real MNIST train split,0,severe_lr_increase,gradient_aligned,20,5,6.569295684355996,4192.125328109389,False,True,0.47618710000097053
mnist_mlp,real MNIST train split,0,severe_lr_increase,gradient_aligned,50,5,6.572581409688759,4192.477570586795,False,True,1.180797099999836
mnist_mlp,real MNIST train split,0,severe_lr_increase,trajectory_aligned,1,5,6.45991248745179,2229.4488980417195,True,True,0.021594499999991967
mnist_mlp,real MNIST train split,0,severe_lr_increase,trajectory_aligned,3,5,6.542549635065279,4194.302977184121,False,True,0.06648710000081337
mnist_mlp,real MNIST train split,0,severe_lr_increase,trajectory_aligned,5,5,6.5387055246628885,4194.302977184121,False,True,0.11950380000052974
mnist_mlp,real MNIST train split,0,severe_lr_increase,trajectory_aligned,10,5,6.578790774617344,4194.302977184121,False,True,0.22352689999934228
mnist_mlp,real MNIST train split,0,severe_lr_increase,trajectory_aligned,20,5,6.569170355749122,4194.302977184121,False,True,0.45051169999896956
mnist_mlp,real MNIST train split,0,severe_lr_increase,trajectory_aligned,50,5,6.5725196273310065,4194.302977184121,False,True,1.1215441999993345
mnist_mlp,real MNIST train split,0,severe_lr_increase,top_hessian,1,5,,,,,0.0
mnist_mlp,real MNIST train split,0,severe_lr_increase,top_hessian,3,5,,,,,0.0
mnist_mlp,real MNIST train split,0,severe_lr_increase,top_hessian,5,5,,,,,0.0
mnist_mlp,real MNIST train split,0,severe_lr_increase,top_hessian,10,5,,,,,0.0
mnist_mlp,real MNIST train split,0,severe_lr_increase,top_hessian,20,5,,,,,0.0
mnist_mlp,real MNIST train split,0,severe_lr_increase,top_hessian,50,5,,,,,0.0
mnist_mlp,real MNIST train split,0,severe_lr_increase,adam_denom_sensitive,1,5,6.459905547959051,2229.4381560048073,True,True,0.018413399999190005
mnist_mlp,real MNIST train split,0,severe_lr_increase,adam_denom_sensitive,3,5,6.542361905159924,4196.213604398696,False,True,0.06220170000051439
mnist_mlp,real MNIST train split,0,severe_lr_increase,adam_denom_sensitive,5,5,6.538588598150223,4196.213604398696,False,True,0.12514069999997446
mnist_mlp,real MNIST train split,0,severe_lr_increase,adam_denom_sensitive,10,5,6.57872441426446,4196.213604398696,False,True,0.2160385999995924
mnist_mlp,real MNIST train split,0,severe_lr_increase,adam_denom_sensitive,20,5,6.569107170788078,4196.213604398696,False,True,0.3970186999995349
mnist_mlp,real MNIST train split,0,severe_lr_increase,adam_denom_sensitive,50,5,6.572470485525191,4196.216025043277,False,True,1.0391650999990816
mnist_mlp,real MNIST train split,0,severe_lr_increase,schedule_time,1,5,6.45990207410633,2229.345295392523,True,True,0.01946930000121938
mnist_mlp,real MNIST train split,0,severe_lr_increase,schedule_time,3,5,6.542358949354352,4196.252906999164,False,True,0.05972459999975399
mnist_mlp,real MNIST train split,0,severe_lr_increase,schedule_time,5,5,6.538586863814345,4196.252906999164,False,True,0.10764460000063991
mnist_mlp,real MNIST train split,0,severe_lr_increase,schedule_time,10,5,6.578711104862079,4196.252906999164,False,True,0.20089740000003076
mnist_mlp,real MNIST train split,0,severe_lr_increase,schedule_time,20,5,6.569087244282296,4196.252906999164,False,True,0.4116415999997116
mnist_mlp,real MNIST train split,0,severe_lr_increase,schedule_time,50,5,6.572439980355471,4196.253822951936,False,True,1.0246592000003147
mnist_mlp,real MNIST train split,0,stale_adam_moments,random,1,5,4.274969663048637,283.5010063741028,True,True,0.02252740000039921
mnist_mlp,real MNIST train split,0,stale_adam_moments,random,3,5,4.336287935395187,545.8056344148172,False,True,0.05548180000005232
mnist_mlp,real MNIST train split,0,stale_adam_moments,random,5,5,4.35109508698102,545.8056344148172,False,True,0.09770930000013323
mnist_mlp,real MNIST train split,0,stale_adam_moments,random,10,5,4.343688269133893,545.8056344148172,False,True,0.20129890000134765
mnist_mlp,real MNIST train split,0,stale_adam_moments,random,20,5,4.338238004742435,545.8056344148172,False,True,0.4006074000008084
mnist_mlp,real MNIST train split,0,stale_adam_moments,random,50,5,4.340952631969298,545.8068416227909,False,True,1.0176338000001124
mnist_mlp,real MNIST train split,0,stale_adam_moments,gradient_aligned,1,5,4.275462312566021,283.6754969624334,True,True,0.020440199999939068
mnist_mlp,real MNIST train split,0,stale_adam_moments,gradient_aligned,3,5,4.336238978337686,545.6395212565288,False,True,0.061808800001017516
mnist_mlp,real MNIST train split,0,stale_adam_moments,gradient_aligned,5,5,4.351080478278481,545.6395212565288,False,True,0.10301540000000386
mnist_mlp,real MNIST train split,0,stale_adam_moments,gradient_aligned,10,5,4.343737560335142,545.6395212565288,False,True,0.2092268000014883
mnist_mlp,real MNIST train split,0,stale_adam_moments,gradient_aligned,20,5,4.3382331714174915,545.6660154197953,False,True,0.4368134000014834
mnist_mlp,real MNIST train split,0,stale_adam_moments,gradient_aligned,50,5,4.340923681384554,545.7560855929123,False,True,1.057054099999732
mnist_mlp,real MNIST train split,0,stale_adam_moments,trajectory_aligned,1,5,4.274879973529319,283.4101219319294,True,True,0.025100200000451878
mnist_mlp,real MNIST train split,0,stale_adam_moments,trajectory_aligned,3,5,4.336283237360178,545.7997955455115,False,True,0.06714609999835375
mnist_mlp,real MNIST train split,0,stale_adam_moments,trajectory_aligned,5,5,4.35108939033056,545.7997955455115,False,True,0.11077889999978652
mnist_mlp,real MNIST train split,0,stale_adam_moments,trajectory_aligned,10,5,4.343682464489068,545.7997955455115,False,True,0.22021540000059758
mnist_mlp,real MNIST train split,0,stale_adam_moments,trajectory_aligned,20,5,4.33823502716741,545.8372248796447,False,True,0.45567360000131885
mnist_mlp,real MNIST train split,0,stale_adam_moments,trajectory_aligned,50,5,4.340949862588881,545.8372248796447,False,True,1.125519199998962
mnist_mlp,real MNIST train split,0,stale_adam_moments,top_hessian,1,5,,,,,0.0
mnist_mlp,real MNIST train split,0,stale_adam_moments,top_hessian,3,5,,,,,0.0
mnist_mlp,real MNIST train split,0,stale_adam_moments,top_hessian,5,5,,,,,0.0
mnist_mlp,real MNIST train split,0,stale_adam_moments,top_hessian,10,5,,,,,0.0
mnist_mlp,real MNIST train split,0,stale_adam_moments,top_hessian,20,5,,,,,0.0
mnist_mlp,real MNIST train split,0,stale_adam_moments,top_hessian,50,5,,,,,0.0
mnist_mlp,real MNIST train split,0,stale_adam_moments,adam_denom_sensitive,1,5,4.274975365681163,283.49919360577326,True,True,0.020786900000530295
mnist_mlp,real MNIST train split,0,stale_adam_moments,adam_denom_sensitive,3,5,4.336443705021188,546.0149362229928,False,True,0.05908120000094641
mnist_mlp,real MNIST train split,0,stale_adam_moments,adam_denom_sensitive,5,5,4.351189645256329,546.0149362229928,False,True,0.09789319999981672
mnist_mlp,real MNIST train split,0,stale_adam_moments,adam_denom_sensitive,10,5,4.343737093940431,546.0149362229928,False,True,0.21346210000046995
mnist_mlp,real MNIST train split,0,stale_adam_moments,adam_denom_sensitive,20,5,4.338286696276613,546.014993275196,False,True,0.39979910000147356
mnist_mlp,real MNIST train split,0,stale_adam_moments,adam_denom_sensitive,50,5,4.340992318080307,546.0152217424859,False,True,1.0111393999995926
mnist_mlp,real MNIST train split,0,stale_adam_moments,schedule_time,1,5,4.274998868355452,283.51121166807434,True,True,0.01984660000016447
mnist_mlp,real MNIST train split,0,stale_adam_moments,schedule_time,3,5,4.3364450094431035,545.9440612763659,False,True,0.060166500001287204
mnist_mlp,real MNIST train split,0,stale_adam_moments,schedule_time,5,5,4.351189094702557,545.9440612763659,False,True,0.09950500000013562
mnist_mlp,real MNIST train split,0,stale_adam_moments,schedule_time,10,5,4.343702986381956,545.9440612763659,False,True,0.20493879999958153
mnist_mlp,real MNIST train split,0,stale_adam_moments,schedule_time,20,5,4.338270253988379,545.9440612763659,False,True,0.4300349000004644
mnist_mlp,real MNIST train split,0,stale_adam_moments,schedule_time,50,5,4.340965341377142,545.9441084083024,False,True,1.0375986999988527
mnist_mlp,real MNIST train split,1,reset_second_moment,random,1,5,17.325612658536254,591257.8350658237,True,False,0.01998760000060429
mnist_mlp,real MNIST train split,1,reset_second_moment,random,3,5,18.144591758370527,1815486.7807403055,True,False,0.06273229999897012
mnist_mlp,real MNIST train split,1,reset_second_moment,random,5,5,18.551077682211,2763589.1451980467,True,False,0.10047730000042066
mnist_mlp,real MNIST train split,1,reset_second_moment,random,10,5,19.053048266416827,2763589.1451980467,True,False,0.20271649999995134
mnist_mlp,real MNIST train split,1,reset_second_moment,random,20,5,18.942325913212752,2763589.1451980467,True,False,0.4150311999983387
mnist_mlp,real MNIST train split,1,reset_second_moment,random,50,5,19.477903807914853,3705078.1269975677,True,False,1.0223192000012205
mnist_mlp,real MNIST train split,1,reset_second_moment,gradient_aligned,1,5,17.545184085281505,871196.31107077,True,False,0.01946440000028815
mnist_mlp,real MNIST train split,1,reset_second_moment,gradient_aligned,3,5,18.34857612752406,1900470.9342404027,True,False,0.06467039999915869
mnist_mlp,real MNIST train split,1,reset_second_moment,gradient_aligned,5,5,18.628856889499236,2347657.126926201,True,False,0.11567470000045432
mnist_mlp,real MNIST train split,1,reset_second_moment,gradient_aligned,10,5,19.062968466646915,2574531.2455703067,True,False,0.280450700000074
mnist_mlp,real MNIST train split,1,reset_second_moment,gradient_aligned,20,5,19.017290368590984,4241477.463105764,False,False,0.46404980000079377
mnist_mlp,real MNIST train split,1,reset_second_moment,gradient_aligned,50,5,19.39274384498337,4241477.463105764,False,False,1.0881220000010217
mnist_mlp,real MNIST train split,1,reset_second_moment,trajectory_aligned,1,5,17.326763017943417,590849.1665374335,True,False,0.023194900000817142
mnist_mlp,real MNIST train split,1,reset_second_moment,trajectory_aligned,3,5,17.990171170477286,1866616.6823085714,True,False,0.06774200000108976
mnist_mlp,real MNIST train split,1,reset_second_moment,trajectory_aligned,5,5,18.465096311579057,2582822.187904579,True,False,0.11819769999965501
mnist_mlp,real MNIST train split,1,reset_second_moment,trajectory_aligned,10,5,19.24026251738289,2602750.846668889,True,False,0.21831480000037118
mnist_mlp,real MNIST train split,1,reset_second_moment,trajectory_aligned,20,5,19.058342631768554,2602750.846668889,True,False,0.44681690000106755
mnist_mlp,real MNIST train split,1,reset_second_moment,trajectory_aligned,50,5,19.440077987883665,2639932.0914759743,True,False,1.150374799999554
mnist_mlp,real MNIST train split,1,reset_second_moment,top_hessian,1,5,,,,,0.0
mnist_mlp,real MNIST train split,1,reset_second_moment,top_hessian,3,5,,,,,0.0
mnist_mlp,real MNIST train split,1,reset_second_moment,top_hessian,5,5,,,,,0.0
mnist_mlp,real MNIST train split,1,reset_second_moment,top_hessian,10,5,,,,,0.0
mnist_mlp,real MNIST train split,1,reset_second_moment,top_hessian,20,5,,,,,0.0
mnist_mlp,real MNIST train split,1,reset_second_moment,top_hessian,50,5,,,,,0.0
mnist_mlp,real MNIST train split,1,reset_second_moment,adam_denom_sensitive,1,5,17.324473503950884,586520.1134950793,True,False,0.01976439999998547
mnist_mlp,real MNIST train split,1,reset_second_moment,adam_denom_sensitive,3,5,17.947779887602213,1700564.6181551882,True,False,0.062368200000491925
mnist_mlp,real MNIST train split,1,reset_second_moment,adam_denom_sensitive,5,5,18.416402105733436,2371618.997461564,True,False,0.10047139999915089
mnist_mlp,real MNIST train split,1,reset_second_moment,adam_denom_sensitive,10,5,18.821068320223354,2454414.8874431886,True,False,0.21285379999972065
mnist_mlp,real MNIST train split,1,reset_second_moment,adam_denom_sensitive,20,5,18.795544454831557,2454414.8874431886,True,False,0.4162450000003446
mnist_mlp,real MNIST train split,1,reset_second_moment,adam_denom_sensitive,50,5,19.27423795578476,2457452.859991602,True,False,1.0253316999987874
mnist_mlp,real MNIST train split,1,reset_second_moment,schedule_time,1,5,17.327565074858885,586700.9501850822,True,False,0.02101109999966866
mnist_mlp,real MNIST train split,1,reset_second_moment,schedule_time,3,5,18.035951752358397,1640860.750163327,True,False,0.05818560000079742
mnist_mlp,real MNIST train split,1,reset_second_moment,schedule_time,5,5,18.4822876617447,2295242.1284873923,True,False,0.10471569999936037
mnist_mlp,real MNIST train split,1,reset_second_moment,schedule_time,10,5,18.926920388510876,3265276.469356801,True,False,0.20814819999941392
mnist_mlp,real MNIST train split,1,reset_second_moment,schedule_time,20,5,18.850948194626053,3265276.469356801,True,False,0.49591980000150215
mnist_mlp,real MNIST train split,1,reset_second_moment,schedule_time,50,5,19.355246311659627,3265276.469356801,True,False,1.175412900000083
mnist_mlp,real MNIST train split,1,severe_lr_increase,random,1,5,6.470964641708846,2285.136191159784,True,True,0.021261300000332994
mnist_mlp,real MNIST train split,1,severe_lr_increase,random,3,5,6.591924965832074,3911.0405106442176,False,True,0.055090100000597886
mnist_mlp,real MNIST train split,1,severe_lr_increase,random,5,5,6.563400192663141,3911.0405106442176,False,True,0.09965320000083011
mnist_mlp,real MNIST train split,1,severe_lr_increase,random,10,5,6.587452794008013,3911.0405106442176,False,True,0.19885899999826506
mnist_mlp,real MNIST train split,1,severe_lr_increase,random,20,5,6.58535693850282,3911.0405106442176,False,True,0.4063845000000583
mnist_mlp,real MNIST train split,1,severe_lr_increase,random,50,5,6.583113479197713,3911.0405106442176,False,True,1.008410799999183
mnist_mlp,real MNIST train split,1,severe_lr_increase,gradient_aligned,1,5,6.470990069122763,2284.3683343040675,True,True,0.023637100000996725
mnist_mlp,real MNIST train split,1,severe_lr_increase,gradient_aligned,3,5,6.591976613331373,3911.497393715537,False,True,0.06651289999899745
mnist_mlp,real MNIST train split,1,severe_lr_increase,gradient_aligned,5,5,6.563419518393545,3911.497393715537,False,True,0.10374229999979434
mnist_mlp,real MNIST train split,1,severe_lr_increase,gradient_aligned,10,5,6.587667790584073,3911.497393715537,False,True,0.21309130000008736
mnist_mlp,real MNIST train split,1,severe_lr_increase,gradient_aligned,20,5,6.585346107084755,3911.497393715537,False,True,0.44016349999947124
mnist_mlp,real MNIST train split,1,severe_lr_increase,gradient_aligned,50,5,6.582962057979208,3911.497393715537,False,True,1.0941630999986955
mnist_mlp,real MNIST train split,1,severe_lr_increase,trajectory_aligned,1,5,6.4706931469499125,2282.750578802232,True,True,0.02315900000030524
mnist_mlp,real MNIST train split,1,severe_lr_increase,trajectory_aligned,3,5,6.591816091891051,3910.977112464439,False,True,0.06551290000061272
mnist_mlp,real MNIST train split,1,severe_lr_increase,trajectory_aligned,5,5,6.563331932618935,3910.977112464439,False,True,0.11402199999974982
mnist_mlp,real MNIST train split,1,severe_lr_increase,trajectory_aligned,10,5,6.58741872936228,3910.977112464439,False,True,0.21633039999869652
mnist_mlp,real MNIST train split,1,severe_lr_increase,trajectory_aligned,20,5,6.5852290860724585,3910.98297869461,False,True,0.44795820000035746
mnist_mlp,real MNIST train split,1,severe_lr_increase,trajectory_aligned,50,5,6.583050173262537,3911.052512314554,False,True,1.128255599998738
mnist_mlp,real MNIST train split,1,severe_lr_increase,top_hessian,1,5,,,,,0.0
