model,dataset,seed,scenario,metric_type,delta,L_estimate,bound_final,actual_final_divergence,actual_max_divergence,bound_holds,decision,notes
mnist_mlp,real MNIST train split,1,mild_lr_decrease,raw_plus_sched_time,0.04532727226614952,1.5446873153767384,20968.96484508334,0.7180306911468506,0.7180306911468506,True,flagged_dangerous,
mnist_mlp,real MNIST train split,1,mild_lr_decrease,block_normalized,0.0,1.5446873153767384,0.0,0.7180306911468506,0.7180306911468506,False,certified_safe,
mnist_mlp,real MNIST train split,1,mild_lr_decrease,denom_aware_v,0.0,1.5446873153767384,0.0,0.7180306911468506,0.7180306911468506,False,certified_safe,
mnist_mlp,real MNIST train split,1,mild_lr_decrease,full_repaired,0.04532727226614952,1.5446873153767384,20968.96484508334,0.7180306911468506,0.7180306911468506,True,flagged_dangerous,metric used by repaired analyzer
mnist_mlp,real MNIST train split,2,scheduler_mismatch,raw_theta_M,0.0,1.66025850074725,0.0,0.5853301286697388,0.5853301286697388,False,certified_safe,OLD METRIC BLIND: delta=0 -> bound identically 0 (vacuous/misleading)
mnist_mlp,real MNIST train split,2,scheduler_mismatch,raw_plus_sched_time,0.03963430970907211,1.66025850074725,159713.88561674935,0.5853301286697388,0.5853301286697388,True,flagged_dangerous,
mnist_mlp,real MNIST train split,2,scheduler_mismatch,block_normalized,0.0,1.66025850074725,0.0,0.5853301286697388,0.5853301286697388,False,certified_safe,
mnist_mlp,real MNIST train split,2,scheduler_mismatch,denom_aware_v,0.0,1.66025850074725,0.0,0.5853301286697388,0.5853301286697388,False,certified_safe,
mnist_mlp,real MNIST train split,2,scheduler_mismatch,full_repaired,0.03963430970907211,1.66025850074725,159713.88561674935,0.5853301286697388,0.5853301286697388,True,flagged_dangerous,metric used by repaired analyzer
mnist_mlp,real MNIST train split,2,reset_second_moment,raw_theta_M,0.0026395523454993963,6.109951797997136,1.0061524775675546e+21,425.6249694824219,425.6249694824219,False,flagged_dangerous,
mnist_mlp,real MNIST train split,2,reset_second_moment,raw_plus_sched_time,0.0026395523454993963,6.109951797997136,1.0061524775675546e+21,425.6249694824219,425.6249694824219,False,flagged_dangerous,
mnist_mlp,real MNIST train split,2,reset_second_moment,block_normalized,7.219979920322295,6.109951797997136,2.7521335946250637e+24,425.6249694824219,425.6249694824219,False,flagged_dangerous,
mnist_mlp,real MNIST train split,2,reset_second_moment,denom_aware_v,1.4100302457809448,6.109951797997136,5.3747955696225083e+23,425.6249694824219,425.6249694824219,False,flagged_dangerous,
mnist_mlp,real MNIST train split,2,reset_second_moment,full_repaired,1.4100302457809448,6.109951797997136,5.3747955696225083e+23,425.6249694824219,425.6249694824219,False,flagged_dangerous,metric used by repaired analyzer
mnist_mlp,real MNIST train split,2,ema_loaded_as_parameters,raw_theta_M,3.0655479431152344,1.5581836537872398,1841057.8448877926,1.7481528520584106,3.0655479431152344,True,flagged_dangerous,
mnist_mlp,real MNIST train split,2,ema_loaded_as_parameters,raw_plus_sched_time,3.0655479431152344,1.5581836537872398,1841057.8448877926,1.7481528520584106,3.0655479431152344,True,flagged_dangerous,
