seed,checkpoint_age,reset_v_S1,optimizer_reset_S1,paired_difference_reset_v_minus_optimizer_reset,reset_v_candidate_clean_ratio,optimizer_reset_candidate_clean_ratio
1101,75,209869.59340027385,8.057955981448147,209861.5354442924,209869.73367183516,8.147528499899812
1101,150,52393.90131944534,14.476442472355151,52379.42487697298,52393.98372093785,14.645500319619762
1101,300,34618.650585317715,18.914029194196033,34599.73655612352,34618.72757283085,19.136461134794033
1102,75,115851.9472229936,8.888005824878025,115843.05921716872,115852.05047731308,8.994209547539626
1102,150,46109.815465788655,16.172859920455462,46093.6426058682,46109.90750614339,16.3852673074447
1102,300,36770.570104779654,16.02377939998956,36754.54632537966,36770.660932969826,16.278814068440575
1103,75,393600.5420820434,5.449072716607183,393595.09300932684,393600.7547385763,5.515361312553307
1103,150,97805.09877446332,14.7990631492413,97790.29971131407,97805.1559902499,15.00003878795521
1103,300,34875.60226172343,18.59841172459456,34857.00384999883,34875.677674811915,18.79762428441285
