campaign,row_id,seed,checkpoint_age,rewrite_family,continuation_step,clean_update_norm,candidate_update_norm,delta_update_norm,S1,candidate_clean_update_norm_ratio,update_cosine,lr,candidate_lr
controlled_width,controlled_width_width224_4p93m_seed1203_ckpt300_reset_m,1203,300,reset_m,1,0.020548764616250992,0.009538463316857815,0.018877750262618065,0.918680544268336,0.4641867038980112,0.40015721321105957,0.000125,0.000125
controlled_width,controlled_width_width224_4p93m_seed1203_ckpt300_reset_v,1203,300,reset_v,1,0.020548764616250992,520.6575317382812,520.65576171875,25337.569991027674,25337.6561285432,0.08782147616147995,0.000125,0.000125
controlled_width,controlled_width_width224_4p93m_seed1203_ckpt300_stale_v,1203,300,stale_v,1,0.020548764616250992,0.021161649376153946,0.0029274802654981613,0.14246502502834155,1.0298258688694322,0.9905776977539062,0.000125,0.000125
controlled_width,controlled_width_width224_4p93m_seed1203_ckpt300_optimizer_reset,1203,300,optimizer_reset,1,0.020548764616250992,0.2317667007446289,0.22774812579154968,11.083300141574048,11.278862990627541,0.23819907009601593,0.000125,0.000125
controlled_width,controlled_width_width448_19p48m_seed1201_ckpt75_reset_m,1201,75,reset_m,1,0.39896833896636963,0.18402139842510223,0.34533393383026123,0.8655672646207273,0.4612431124269056,0.5024881958961487,0.001,0.001
controlled_width,controlled_width_width448_19p48m_seed1201_ckpt75_reset_v,1201,75,reset_v,1,0.39896833896636963,51885.03515625,51884.9921875,130047.89382984978,130048.00152949861,0.10592970252037048,0.001,0.001
controlled_width,controlled_width_width448_19p48m_seed1201_ckpt75_stale_v,1201,75,stale_v,1,0.39896833896636963,1.4530385732650757,1.310539960861206,3.2848219591890753,3.6419896802485754,0.47694170475006104,0.001,0.001
controlled_width,controlled_width_width448_19p48m_seed1201_ckpt75_optimizer_reset,1201,75,optimizer_reset,1,0.39896833896636963,3.711329698562622,3.6362156867980957,9.114045731572427,9.302316339608494,0.24011574685573578,0.001,0.001
controlled_width,controlled_width_width448_19p48m_seed1201_ckpt150_reset_m,1201,150,reset_m,1,0.11071852594614029,0.042935725301504135,0.1019485592842102,0.9207904315207639,0.38779169912361994,0.3900643289089203,0.0005,0.0005
controlled_width,controlled_width_width448_19p48m_seed1201_ckpt150_reset_v,1201,150,reset_v,1,0.11071852594614029,5021.38232421875,5021.37060546875,45352.578193337526,45352.68403605806,0.10576910525560379,0.0005,0.0005
controlled_width,controlled_width_width448_19p48m_seed1201_ckpt150_stale_v,1201,150,stale_v,1,0.11071852594614029,106.900634765625,106.89765930175781,965.490268112794,965.517142241055,0.027362799271941185,0.0005,0.0005
controlled_width,controlled_width_width448_19p48m_seed1201_ckpt150_optimizer_reset,1201,150,optimizer_reset,1,0.11071852594614029,1.7486207485198975,1.7265983819961548,15.594484908699693,15.793388988530532,0.22931016981601715,0.0005,0.0005
controlled_width,controlled_width_width448_19p48m_seed1201_ckpt300_reset_m,1201,300,reset_m,1,0.025276854634284973,0.01181209646165371,0.023286858573555946,0.9212720059341912,0.4673087942344192,0.39549383521080017,0.000125,0.000125
controlled_width,controlled_width_width448_19p48m_seed1201_ckpt300_reset_v,1201,300,reset_v,1,0.025276854634284973,822.326904296875,822.324462890625,32532.705305141462,32532.801891773197,0.09427925199270248,0.000125,0.000125
controlled_width,controlled_width_width448_19p48m_seed1201_ckpt300_stale_v,1201,300,stale_v,1,0.025276854634284973,0.02720312401652336,0.00930122472345829,0.3679739768916635,1.0762068465017571,0.9397897720336914,0.000125,0.000125
controlled_width,controlled_width_width448_19p48m_seed1201_ckpt300_optimizer_reset,1201,300,optimizer_reset,1,0.025276854634284973,0.4241708815097809,0.4190187454223633,16.577171149983126,16.78099936206714,0.23238638043403625,0.000125,0.000125
controlled_width,controlled_width_width448_19p48m_seed1202_ckpt75_reset_m,1202,75,reset_m,1,0.454815536737442,0.17721664905548096,0.4213387966156006,0.9263949064649183,0.38964510827033544,0.37677332758903503,0.001,0.001
controlled_width,controlled_width_width448_19p48m_seed1202_ckpt75_reset_v,1202,75,reset_v,1,0.454815536737442,75383.75,75383.6875,165745.62962512008,165745.76704346872,0.13367030024528503,0.001,0.001
controlled_width,controlled_width_width448_19p48m_seed1202_ckpt75_stale_v,1202,75,stale_v,1,0.454815536737442,1979.1102294921875,1979.10302734375,4351.441117285103,4351.4569526026235,0.01588461920619011,0.001,0.001
controlled_width,controlled_width_width448_19p48m_seed1202_ckpt75_optimizer_reset,1202,75,optimizer_reset,1,0.454815536737442,3.693976640701294,3.6413393020629883,8.00618934035464,8.121922718804674,0.1764707863330841,0.001,0.001
controlled_width,controlled_width_width448_19p48m_seed1202_ckpt150_reset_m,1202,150,reset_m,1,0.11561619490385056,0.06260302662849426,0.11204914003610611,0.9691474462407274,0.541472815984085,0.3268362879753113,0.0005,0.0005
controlled_width,controlled_width_width448_19p48m_seed1202_ckpt150_reset_v,1202,150,reset_v,1,0.11561619490385056,7143.07861328125,7143.068359375,61782.5933923321,61782.682081518404,0.08294520527124405,0.0005,0.0005
