step,train_loss
162,1.7064319849014282
163,1.8344671726226807
164,1.7458703517913818
165,1.5879886150360107
166,1.7206957340240479
167,1.7242944240570068
168,1.7052087783813477
169,1.6166138648986816
170,1.7098170518875122
171,1.7509652376174927
172,1.7857413291931152
173,1.6049505472183228
174,1.580082893371582
175,1.6835393905639648
176,1.842179775238037
177,1.6421637535095215
178,1.633387804031372
179,1.6415784358978271
180,1.7333654165267944
181,1.6952266693115234
182,1.7713751792907715
183,1.5621649026870728
184,1.6797845363616943
185,1.6371054649353027
186,1.7167034149169922
187,1.759871006011963
188,1.8938913345336914
189,1.5788254737854004
190,1.7590417861938477
191,1.694871187210083
192,1.7217655181884766
193,1.6154820919036865
194,1.6640677452087402
195,1.7211930751800537
196,1.7398617267608643
197,1.5270947217941284
198,1.4877173900604248
199,1.5790817737579346
200,1.62411367893219
201,1.6440359354019165
202,1.6034550666809082
203,1.658905267715454
204,1.7175731658935547
205,1.7103499174118042
206,1.7147464752197266
207,1.689751148223877
208,1.6428680419921875
209,1.7160390615463257
210,1.5753439664840698
211,1.6843411922454834
212,1.6156764030456543
213,1.5186047554016113
214,1.7267628908157349
215,1.7980629205703735
216,1.5545368194580078
217,1.6239876747131348
218,1.6022061109542847
219,1.575361728668213
220,1.8613579273223877
221,1.6195929050445557
222,1.570960283279419
223,1.5988943576812744
224,1.8160942792892456
225,1.6235237121582031
226,1.6478586196899414
227,1.5702025890350342
228,1.523162841796875
229,1.643092393875122
230,1.7311177253723145
231,1.638763189315796
232,1.5656874179840088
233,1.6376793384552002
234,1.710028886795044
235,1.6569658517837524
236,1.5675146579742432
237,1.7910692691802979
238,1.645341157913208
239,1.6713272333145142
240,1.6115232706069946
241,1.5945429801940918
242,1.6556439399719238
243,1.7457737922668457
244,1.5519542694091797
245,1.6048177480697632
246,1.5227301120758057
247,1.4568936824798584
248,1.7483091354370117
249,1.713942289352417
250,1.6203498840332031
251,1.699398159980774
252,1.6049247980117798
253,1.3964074850082397
254,1.449138879776001
255,1.5267796516418457
256,1.5549613237380981
257,1.525475025177002
258,1.555185317993164
259,1.6319854259490967
260,1.5974829196929932
261,1.677534580230713
262,1.5689241886138916
263,1.5070335865020752
264,1.5755964517593384
265,1.5685925483703613
266,1.4536149501800537
267,1.6571133136749268
268,1.608139991760254
269,1.7182133197784424
270,1.534517765045166
271,1.5954780578613281
272,1.746654748916626
273,1.557874083518982
274,1.564377784729004
275,1.4537999629974365
276,1.617096185684204
277,1.6235536336898804
278,1.5077382326126099
279,1.448145866394043
280,1.6694759130477905
281,1.6800211668014526
282,1.738950490951538
283,1.4661436080932617
284,1.486483097076416
285,1.432960033416748
286,1.5695812702178955
287,1.5921030044555664
288,1.5399348735809326
289,1.67592191696167
290,1.445263147354126
291,1.623262643814087
292,1.4624757766723633
293,1.5832085609436035
294,1.6224254369735718
295,1.661996603012085
296,1.5943365097045898
297,1.5974218845367432
298,1.5492198467254639
299,1.636899471282959
300,1.4786546230316162
301,1.556752324104309
302,1.552816390991211
303,1.6832716464996338
304,1.6429190635681152
305,1.6424713134765625
306,1.5160632133483887
307,1.5086082220077515
308,1.584277868270874
309,1.5271186828613281
310,1.504373550415039
311,1.4931540489196777
312,1.4454400539398193
313,1.5833913087844849
314,1.5562822818756104
315,1.570419430732727
316,1.5346639156341553
317,1.706512212753296
318,1.55721116065979
319,1.5166032314300537
320,1.6145305633544922
321,1.7199019193649292
322,1.4840232133865356
323,1.81703519821167
324,1.628486156463623
325,1.7051713466644287
326,1.5402514934539795
327,1.6430180072784424
328,1.4877469539642334
329,1.6226422786712646
330,1.501364827156067
331,1.674912452697754
332,1.4821205139160156
333,1.5541783571243286
334,1.5459049940109253
335,1.4857125282287598
336,1.5208144187927246
337,1.5017938613891602
338,1.5096592903137207
339,1.5336925983428955
340,1.651534914970398
341,1.6156971454620361
342,1.6288094520568848
343,1.5190913677215576
344,1.6678547859191895
345,1.6074150800704956
346,1.4050564765930176
347,1.4032623767852783
348,1.5245952606201172
349,1.4263663291931152
350,1.3928449153900146
351,1.6232819557189941
352,1.6555802822113037
353,1.6274492740631104
354,1.6437721252441406
355,1.4825791120529175
356,1.6685662269592285
357,1.5019851922988892
358,1.5955636501312256
359,1.5551679134368896
360,1.679364562034607
361,1.62123703956604
362,1.5107202529907227
363,1.5584702491760254
364,1.6683101654052734
365,1.573181390762329
366,1.6001068353652954
367,1.6191036701202393
368,1.7010530233383179
369,1.6309888362884521
370,1.6472505331039429
371,1.5760700702667236
372,1.5924098491668701
373,1.537663459777832
374,1.4743106365203857
375,1.5368317365646362
376,1.55453360080719
377,1.4300143718719482
378,1.3841865062713623
379,1.4897111654281616
380,1.466463565826416
381,1.5519471168518066
382,1.4904072284698486
383,1.5414042472839355
384,1.568058729171753
385,1.5620019435882568
386,1.4199892282485962
387,1.5672426223754883
388,1.5603952407836914
389,1.6068267822265625
390,1.2061153650283813
391,1.471989631652832
392,1.6347200870513916
393,1.5704574584960938
394,1.5359889268875122
395,1.5610969066619873
396,1.4177329540252686
397,1.6977641582489014
398,1.4921823740005493
399,1.4779202938079834
400,1.4835785627365112
401,1.5644433498382568
402,1.4962241649627686
403,1.4631611108779907
404,1.4729294776916504
405,1.454755425453186
406,1.4532562494277954
407,1.549375057220459
408,1.3651764392852783
409,1.3628631830215454
410,1.5263842344284058
411,1.4524202346801758
412,1.4063328504562378
413,1.6020811796188354
414,1.5737124681472778
415,1.5139305591583252
416,1.6397123336791992
417,1.4930765628814697
418,1.5601500272750854
419,1.4872725009918213
420,1.4728548526763916
421,1.4196083545684814
422,1.5137121677398682
423,1.6027568578720093
424,1.5497604608535767
425,1.3658654689788818
426,1.421823501586914
427,1.6130701303482056
428,1.511796474456787
429,1.651792287826538
430,1.4395546913146973
431,1.3921475410461426
432,1.4636482000350952
433,1.5304243564605713
434,1.3670345544815063
435,1.4086471796035767
436,1.6189604997634888
437,1.4172334671020508
438,1.4445827007293701
439,1.5389541387557983
440,1.5105195045471191
441,1.407322883605957
442,1.5402560234069824
443,1.411260962486267
444,1.4481794834136963
445,1.5105910301208496
446,1.7362158298492432
447,1.4595860242843628
448,1.3865065574645996
449,1.573152780532837
450,1.5774486064910889
451,1.448073148727417
452,1.4463719129562378
453,1.330237627029419
454,1.459383249282837
455,1.487497091293335
456,1.4162904024124146
457,1.4545263051986694
458,1.3668718338012695
459,1.4533042907714844
460,1.4704093933105469
461,1.4196730852127075
462,1.4315122365951538
463,1.3526499271392822
464,1.3139278888702393
465,1.4730217456817627
466,1.5029358863830566
467,1.4465796947479248
468,1.364592432975769
469,1.4335453510284424
470,1.5712915658950806
471,1.4115242958068848
472,1.4215141534805298
473,1.5045020580291748
474,1.4371063709259033
475,1.3664708137512207
476,1.5893263816833496
477,1.3386605978012085
478,1.5870449542999268
479,1.3368810415267944
480,1.4202479124069214
481,1.3922423124313354
482,1.2641681432724
483,1.6329245567321777
484,1.4707359075546265
485,1.5046017169952393
486,1.5101364850997925
487,1.3109171390533447
488,1.4168641567230225
489,1.548085331916809
490,1.592238187789917
491,1.383902907371521
492,1.2981460094451904
493,1.4272961616516113
494,1.4296982288360596
495,1.4079091548919678
496,1.3187410831451416
497,1.2956089973449707
498,1.3582921028137207
499,1.6065528392791748
500,1.3770051002502441
