step,train_loss
1,2.303569793701172
2,2.299553632736206
3,2.3024697303771973
4,2.2985076904296875
5,2.2978224754333496
6,2.2817575931549072
7,2.2942748069763184
8,2.276298761367798
9,2.2716665267944336
10,2.227311134338379
11,2.227634906768799
12,2.209291934967041
13,2.1840219497680664
14,2.242875099182129
15,2.2705440521240234
16,2.179464340209961
17,2.1069841384887695
18,2.146829128265381
19,2.1376352310180664
20,2.242837429046631
21,2.2324185371398926
22,2.1742568016052246
23,1.976065754890442
24,2.158411979675293
25,2.029144763946533
26,2.0640554428100586
27,2.1336557865142822
28,2.167508125305176
29,2.1417741775512695
30,2.034109592437744
31,2.1025924682617188
32,2.097825765609741
33,2.115788459777832
34,2.157027244567871
35,2.1487088203430176
36,2.0304393768310547
37,2.110856533050537
38,2.1356234550476074
39,2.1068973541259766
40,2.0791430473327637
41,2.1573734283447266
42,2.082061290740967
43,2.0871667861938477
44,2.07804799079895
45,2.129460334777832
46,2.051060199737549
47,2.0841426849365234
48,2.07114839553833
49,2.061171054840088
50,2.008545398712158
51,2.0218396186828613
52,2.12943172454834
53,2.038233518600464
54,2.038363456726074
55,2.037449836730957
56,2.033790111541748
57,2.0458147525787354
58,1.9723269939422607
59,2.020073175430298
60,1.9386520385742188
61,2.0371041297912598
62,1.9245491027832031
63,1.8645679950714111
64,2.203049659729004
65,1.9922837018966675
66,2.0068492889404297
67,1.926958441734314
68,2.0160889625549316
69,1.8695569038391113
70,1.9591755867004395
71,1.9899296760559082
72,1.9429173469543457
73,2.1110267639160156
74,2.0640640258789062
75,1.946905493736267
76,1.9858169555664062
77,1.8731417655944824
78,1.8728699684143066
79,1.97929847240448
80,1.9783008098602295
81,1.9412097930908203
82,1.9335592985153198
83,1.9361252784729004
84,1.919286847114563
85,1.8307911157608032
86,1.7994754314422607
87,1.875779628753662
88,1.9720871448516846
89,1.8964108228683472
90,1.8482890129089355
91,1.8521180152893066
92,1.7335658073425293
93,1.906280755996704
94,1.8782413005828857
95,1.9049596786499023
96,1.8689179420471191
97,1.8258755207061768
98,1.8227393627166748
99,1.8158245086669922
100,1.7698116302490234
101,1.8764336109161377
102,1.7212668657302856
103,1.8385064601898193
104,1.8139971494674683
105,1.7716078758239746
106,1.897840976715088
107,1.7951682806015015
108,1.7692158222198486
109,1.7961804866790771
110,1.6917076110839844
111,1.752964735031128
112,1.8473501205444336
113,1.7561593055725098
114,1.8723180294036865
115,1.7752206325531006
116,1.9161608219146729
117,1.8492910861968994
118,1.7726495265960693
119,1.7657625675201416
120,1.674608588218689
121,1.7736008167266846
122,1.8613216876983643
123,2.005974531173706
124,1.8646539449691772
125,1.7075364589691162
126,1.8417935371398926
127,1.7828749418258667
128,1.8086045980453491
129,1.715203881263733
130,1.7080473899841309
131,1.9323508739471436
132,1.795882225036621
133,1.672394871711731
134,1.675150990486145
135,1.9744786024093628
136,1.814821720123291
137,1.8083510398864746
138,1.9655115604400635
139,1.7260850667953491
140,1.7599542140960693
141,1.8044419288635254
142,1.7862532138824463
143,1.9589184522628784
144,1.703109622001648
145,1.6477055549621582
146,1.8125522136688232
147,1.723078727722168
148,1.9680614471435547
149,1.7244585752487183
150,1.6760812997817993
151,1.831411600112915
152,1.6952340602874756
153,1.742145299911499
154,1.80695641040802
155,1.7689813375473022
156,1.7729285955429077
157,1.7884647846221924
158,1.64881432056427
159,1.841651201248169
160,1.705876350402832
161,1.642460584640503
