sigma,step,mean_divergence,std_divergence
0.01,35,0.0037074503488838673,0.0008020374829345178
0.01,36,0.003667209192644805,0.0007788829428692415
0.01,37,0.0036175754386931656,0.0007004881718723231
0.01,38,0.003616870881523937,0.0006571321046741894
0.01,39,0.0037039243848994373,0.0006339022377711102
0.01,40,0.0038443656521849334,0.0007324300047753671
0.01,41,0.003938942297827453,0.0007783851769056812
0.01,42,0.003987421246711165,0.0008116126781747202
0.01,43,0.00395770805189386,0.0007526612785636911
0.01,44,0.003884151834063232,0.0007541019657520025
0.01,45,0.0037848555017262696,0.000810457582179551
0.01,46,0.003661365760490298,0.0007844731964768878
0.01,47,0.003562739701010287,0.0006541557467172318
0.01,48,0.0034711663844063877,0.0005876692523731797
0.01,49,0.0033801242941990496,0.0006178247008889033
0.01,50,0.003275713510811329,0.0007131570719934794
0.01,51,0.003210552764357999,0.0007375067793047931
0.01,52,0.0032295281067490577,0.0007896634498721451
0.01,53,0.0032680714677553622,0.0008590062315124445
0.01,54,0.0033273908484261483,0.0009051974130203193
0.01,55,0.003437153500271961,0.0009300895409330933
0.01,56,0.0035535859409719706,0.0009126717533015779
0.01,57,0.0036463473341427745,0.0009315436231879677
0.01,58,0.0036425423284526916,0.0009385868817039677
0.01,59,0.003560547053348273,0.0009216387907018317
0.01,60,0.003524107940029353,0.0009019979538101605
0.01,61,0.0035090848221443595,0.0009307167157799224
0.01,62,0.003505020932061598,0.00095738399159573
0.01,63,0.0035556205082684757,0.0009604730916362449
0.01,64,0.0036276286118663847,0.0009049163834060832
0.01,65,0.003695728094317019,0.0008832578264493971
0.01,66,0.0037263930309563873,0.0008554899355826374
0.01,67,0.0037288004998117684,0.0007305675710582838
0.01,68,0.0036983239464461804,0.000613601251759844
0.01,69,0.0036316817393526437,0.0005589553792079663
0.01,70,0.003506245953030884,0.0005716959329604972
0.01,71,0.0034151334897615016,0.0006555694610070888
0.01,72,0.003359185333829373,0.0006925655101509649
0.01,73,0.0033740637241862713,0.0007387553419948358
0.01,74,0.00338878754992038,0.0008031515127112634
0.01,75,0.003352412302047014,0.0008483131485271975
0.01,76,0.0033395966864190997,0.0008625873438482372
0.01,77,0.0033499445067718624,0.0008896600461584612
0.01,78,0.003345246403478086,0.000910332078508183
0.01,79,0.0033602367679122836,0.0008966915457234338
0.01,80,0.0033582056988961996,0.0008691478358902975
0.01,81,0.003345686290413141,0.0008662176289938158
0.01,82,0.0033285152225289495,0.000872369023426663
0.01,83,0.0033541734446771443,0.0009055792387875471
0.01,84,0.003363655274733901,0.0009235142494266499
0.01,85,0.003367379982955754,0.0008741784634426501
0.01,86,0.003363442828413099,0.000818102434715591
0.01,87,0.003359609574545175,0.0007566622607316371
0.01,88,0.0033715313184075058,0.0007166338176323431
0.01,89,0.0033570515690371392,0.0007766873920530364
0.01,90,0.003359466337133199,0.0008811492735587263
0.01,91,0.003363185573834926,0.0009973391046915186
0.01,92,0.003359752643154934,0.0010673482775832915
0.01,93,0.0033095804275944827,0.0010992716193502518
0.01,94,0.003226168151013553,0.0011189495881855046
0.01,95,0.0031671630626078696,0.001136973217362333
0.01,96,0.0031400503998156638,0.001102503334053895
0.01,97,0.0031774311210028827,0.0010564232792170608
0.01,98,0.003281989914830774,0.0010373010237659313
0.01,99,0.00340422336012125,0.001064140880675094
0.01,100,0.003572131955297664,0.001126708929336857
0.01,101,0.003731678950134665,0.001222427041557171
0.01,102,0.0038395653828047216,0.0012884942245589164
0.01,103,0.0038916509598493575,0.0013489425224236901
0.01,104,0.0038293846999295058,0.0013569271002430504
0.01,105,0.0037281909957528115,0.0013154948918584145
0.01,106,0.003665197221562266,0.0012665430230949072
0.01,107,0.0036340467049740255,0.0012356069786797674
0.01,108,0.0035797699878457935,0.001228754758028507
0.01,109,0.0035057016648352146,0.0012000910824132892
0.01,110,0.0034900029189884663,0.001146948864616133
0.01,111,0.0035024648299440742,0.0010856043633650772
0.01,112,0.003497827472165227,0.001046823358346096
0.01,113,0.003430451481835917,0.0010382241551054306
0.01,114,0.003387837775517255,0.0010406498619881094
0.01,115,0.003356832481222227,0.0010439101343962932
0.01,116,0.0033029441023245455,0.0010009779774663716
0.01,117,0.0033145847148261963,0.0009933077686635468
0.01,118,0.003332063736161217,0.0010661388426281906
0.01,119,0.0033474484167527407,0.0011062285728017244
0.01,120,0.003401599416974932,0.001140053741640135
0.01,121,0.003399766725488007,0.00110445308671275
0.01,122,0.0034104752936400472,0.0010464969841140078
0.01,123,0.0034125060483347625,0.0009526915824877759
0.01,124,0.0034483380150049925,0.0009272265454631469
0.01,125,0.0034468673926312476,0.0009825837216001128
0.01,126,0.003461176482960582,0.0010447789010054563
0.01,127,0.003471859614364803,0.001034589811381331
0.01,128,0.003494710160885006,0.0009400719787499739
0.01,129,0.0034439548384398223,0.0008147091775002094
0.01,130,0.003417083772365004,0.0006948671682689918
0.01,131,0.003333434497471899,0.0005925499044862363
0.01,132,0.003279541607480496,0.0005772968108594955
0.01,133,0.0032301600323989986,0.0005839831251213969
0.01,134,0.0031768336542882026,0.0005935206181755712
0.01,135,0.00312680077040568,0.0006133487902116374
0.01,136,0.00307083377847448,0.000661760129510664
0.01,137,0.00301580592058599,0.0006702777282366457
0.01,138,0.002985037921462208,0.0007001498648599849
0.01,139,0.0029512022505514325,0.0007486718386600039
0.01,140,0.0029218057345133273,0.0007625394601363426
0.01,141,0.002891404728870839,0.0007959943651795506
0.01,142,0.00288925290806219,0.0008272553115738466
0.01,143,0.00291437185369432,0.0008352644853476302
0.01,144,0.002956522029126063,0.0007944700585893043
0.01,145,0.0030429898179136217,0.0007053345669093127
0.01,146,0.003141082898946479,0.0006370011487889388
0.01,147,0.00321777734789066,0.0006149605778388296
0.01,148,0.00323037535417825,0.0006091424858407319
0.01,149,0.0031571978121064602,0.0006293314878499575
0.01,150,0.0030704637581948193,0.0006922773945182333
0.01,151,0.0029781231191009284,0.0007437405297187374
0.01,152,0.0029664757428690793,0.0007600353808031198
0.01,153,0.003022118943044916,0.0007931785583134111
0.01,154,0.0031240012031048536,0.0008948423264889864
0.01,155,0.0032623288047034294,0.0009616067546344273
0.01,156,0.0033484755374956878,0.0009877372491889117
0.01,157,0.0033747784153092654,0.0009923374825376295
0.01,158,0.003373465547338128,0.0009913579630863858
0.01,159,0.003308150277007371,0.00104106029551122
0.01,160,0.0032339324126951395,0.0010865407448736278
0.01,161,0.003171624563401565,0.0010887268260441122
0.01,162,0.0030683800869155675,0.0010590540093985117
0.01,163,0.0030047974549233915,0.0009861306739235277
0.01,164,0.0029780157085042445,0.0009384548740251721
0.01,165,0.0029950265714433046,0.0009253206631046491
0.01,166,0.0030731307168025525,0.0008912224592115951
0.01,167,0.003185291914269328,0.0008857585903344658
0.01,168,0.0032630258006975054,0.0009142812257299437
0.01,169,0.003305460757110268,0.0009268005178082543
0.01,170,0.003341802500654012,0.000974282640948314
0.01,171,0.0033916863729245962,0.001027407542824316
0.01,172,0.003430743853095919,0.0011063394093620887
0.01,173,0.003458354971371591,0.0011247745260639932
0.01,174,0.0034947266918607055,0.0011058054323415578
0.01,175,0.003483069338835776,0.0010446673452707345
0.01,176,0.0034460093127563598,0.0009474976691315147
0.01,177,0.0033700667205266654,0.0008818801044857553
0.01,178,0.003267890983261168,0.0008895960503262931
0.01,179,0.003220678260549903,0.0009484213302020039
0.01,180,0.00319315490196459,0.0010164218332246663
0.01,181,0.003202610759763047,0.0010628730606249855
0.01,182,0.003276164917042479,0.0011011453934492556
0.01,183,0.0033560192212462427,0.0011552623732224612
0.01,184,0.0034293055476155134,0.0011886258792173075
0.01,185,0.0034808825876098126,0.0011730965469922761
0.01,186,0.0034927262924611567,0.001067808086116497
0.01,187,0.0034768751938827336,0.0009220586804864348
0.01,188,0.0034171686507761478,0.0008356112823215299
0.01,189,0.0033357113134115934,0.0008285094540963311
0.01,190,0.003209068736759946,0.000932457736982312
0.01,191,0.0031033151259180158,0.0010546743324207463
0.01,192,0.003040068282280117,0.0011534319448381009
0.01,193,0.0030114922148641197,0.0011760015760134974
0.01,194,0.003078158141579479,0.001090035618438152
0.01,195,0.003160684154136106,0.0009524088274435597
0.01,196,0.003243354317964986,0.0008924015409292126
0.01,197,0.003317002934636548,0.0008801396808392386
0.01,198,0.0033705345122143626,0.0008980479697888891
0.01,199,0.0034457452595233916,0.0009339994852345671
0.01,200,0.003522760153282434,0.0009524131216075412
0.01,201,0.0035755699151195585,0.0009939168221587292
0.01,202,0.00361013631336391,0.0010281730027842427
0.01,203,0.0036251497571356595,0.0010704108044557077
0.01,204,0.003606899786973372,0.0010967724754578313
0.01,205,0.0035362816823180767,0.0010882941340935835
0.01,206,0.00346484255278483,0.0010880711845542216
0.01,207,0.0034055865253321826,0.0010548932603628666
0.01,208,0.0033686540729831902,0.0010070459670300448
0.01,209,0.003351136576384306,0.0009657128341663216
0.01,210,0.003342320257797837,0.0009455720765484638
0.01,211,0.0032982774660922586,0.000949700875894959
0.01,212,0.003296628937823698,0.000956762866918178
0.01,213,0.0032559962302912025,0.0009080905302253753
0.01,214,0.0031926391180604695,0.0008685592494981867
0.01,215,0.0031816795642953368,0.0008463525536899394
0.01,216,0.0031981570180505516,0.0008761098267400678
0.01,217,0.0032596305245533586,0.0008885388458831056
0.01,218,0.0033097510633524506,0.0009344274509678357
0.01,219,0.0033657591557130218,0.0009364010884363062
0.01,220,0.003393674863036722,0.0009391534101840347
0.01,221,0.0033634633175097404,0.0009403164465046716
0.01,222,0.0033200639009010047,0.0009330351311260104
0.01,223,0.0032607106608338655,0.00090473843838732
0.01,224,0.003213200700702146,0.0008446776890027133
0.01,225,0.0031642203801311554,0.0007831690012181764
0.01,226,0.0031129078881349413,0.0007510028543466664
0.01,227,0.0030849748814944177,0.0007606534444271348
0.01,228,0.003083458996843547,0.0008238444594619433
0.01,229,0.0031206106534227727,0.0008466221618427368
0.01,230,0.0031651727622374892,0.0008700833289676253
0.01,231,0.0032134662731550636,0.0008939634139183626
0.01,232,0.0032664036843925714,0.0009272476177166121
0.01,233,0.0032663064310327174,0.0009944569629050564
0.01,234,0.003232168563408777,0.001066359260817273
0.01,235,0.0031842305674217642,0.0011007849820874418
0.01,236,0.003108693432295695,0.0011147186052723555
0.01,237,0.003055691299960017,0.0010716967034395937
0.01,238,0.003023849771125242,0.0009928056024935922
0.01,239,0.0029997196339536457,0.0009174353188479127
0.01,240,0.0029947780480142684,0.0008545132122350918
0.01,241,0.0030005746346432717,0.0007984549832948459
0.01,242,0.0029956642480101436,0.0007263603871374042
0.01,243,0.002995335671585053,0.0006796511549939549
0.01,244,0.002974571892991662,0.0006455202992038646
0.01,245,0.0029509741347283126,0.0006618185831465774
0.01,246,0.002952466357965022,0.000707569233881924
0.01,247,0.002919749275315553,0.0007575403298255445
0.01,248,0.002888123522279784,0.000815604921107246
0.01,249,0.002890468022087589,0.000825403784680171
0.01,250,0.0028757750580552964,0.0007817078815836198
0.025,0,0.009999999776482582,0.0
0.025,1,0.009785516932606698,0.00047255478008582106
0.025,2,0.009703686507418752,0.0008400536613769029
0.025,3,0.009632564010098576,0.0009395096454987042
0.025,4,0.009507907228544355,0.001040130479599547
0.025,5,0.009354330459609627,0.0010497430156892107
0.025,6,0.009270703652873635,0.001114334521481962
0.025,7,0.009228364191949367,0.0014860933292797516
0.025,8,0.009122728393413127,0.0016455365218448403
0.025,9,0.008945322828367352,0.001570598372386889
0.025,10,0.008862420287914573,0.0017121533958597956
0.025,11,0.008811828563921154,0.0018511660127179775
0.025,12,0.008655388350598514,0.001835303544506654
0.025,13,0.008377379621379077,0.0017218190470650436
0.025,14,0.007954286108724774,0.0015377091492167962
0.025,15,0.00755167449824512,0.001341670734440754
0.025,16,0.007288915617391467,0.0013259961333326722
0.025,17,0.007051627896726131,0.001323695832310014
0.025,18,0.0069104337599128485,0.0012586934334510953
0.025,19,0.006845006183721125,0.0011182015406619686
0.025,20,0.006820607674308121,0.0010031327254296201
0.025,21,0.006907366192899644,0.0010632103519367159
0.025,22,0.006971946521662176,0.001201022916130972
0.025,23,0.0070647845510393385,0.0012568687328087524
0.025,24,0.007156913843937218,0.0012679968754139826
0.025,25,0.0072673492599278685,0.001225423993819939
0.025,26,0.007448425027541816,0.0012215086918922204
0.025,27,0.007519709435291589,0.0012176402977950229
0.025,28,0.007432020758278668,0.0013043358391455274
0.025,29,0.007301404001191258,0.0014843174387758468
0.025,30,0.007157899276353419,0.0016434276835465876
0.025,31,0.007009781361557543,0.0016381161642271991
0.025,32,0.006867610558401793,0.001661708422702879
0.025,33,0.006711320613976568,0.001666918399381351
0.025,34,0.0065511113381944595,0.0015998760111025757
0.025,35,0.006423393683508039,0.001522908515246304
0.025,36,0.006394664873369038,0.0014594376788856498
0.025,37,0.00639436156488955,0.0014331523348771226
0.025,38,0.006513647374231368,0.0015910194884551168
0.025,39,0.0067035445128567515,0.0017157059479855506
0.025,40,0.006938351294957101,0.001808811276108893
0.025,41,0.007127640699036419,0.0018023301101720646
0.025,42,0.007247201958671212,0.0017461803712719274
0.025,43,0.0072698969393968586,0.0016677570609214165
0.025,44,0.0072454486042261125,0.0016299725252208754
0.025,45,0.00722881976980716,0.00160847441946253
0.025,46,0.0071998034371063115,0.0016468538713329567
0.025,47,0.007188317156396807,0.0017128800609783393
0.025,48,0.0071536617237143215,0.0018663610760841366
0.025,49,0.00707130964146927,0.0019388165757261494
0.025,50,0.007036903314292431,0.0019555874197001986
0.025,51,0.007033675524871797,0.001941437117747274
0.025,52,0.007038384524639696,0.001974451770159614
0.025,53,0.007061144267208874,0.002080186995585842
0.025,54,0.007112175202928483,0.0022259495662123184
0.025,55,0.007120159035548568,0.0023286635761729695
0.025,56,0.007165103661827743,0.0024653844348913644
0.025,57,0.0071909645106643435,0.0025076261251945173
0.025,58,0.00719681860646233,0.0024854848988844886
0.025,59,0.007160493335686624,0.00245946362881572
0.025,60,0.00702618743525818,0.002356898691933189
0.025,61,0.0069072085083462294,0.002208703991115417
0.025,62,0.00677281356183812,0.0020407288414437197
0.025,63,0.006635878200177104,0.0018669571319793097
0.025,64,0.006587734608910978,0.0017065041715999514
0.025,65,0.006600934802554548,0.0015870978598453872
0.025,66,0.006624866824131459,0.0014998812056223531
0.025,67,0.0067431911011226475,0.001407624262954984
0.025,68,0.006844925996847451,0.0013984305400239147
0.025,69,0.006938173621892929,0.0014300843929286368
0.025,70,0.007070663245394826,0.0015309903248118457
0.025,71,0.007120036194100976,0.0016208820116306705
0.025,72,0.007162755029276014,0.0016621194147177422
0.025,73,0.007223398145288229,0.0016582365460206462
0.025,74,0.007244482194073499,0.0015776652953001335
0.025,75,0.007219942728988826,0.0014498405415918738
0.025,76,0.0071650096913799645,0.0013895606389203665
0.025,77,0.007118174713104964,0.0013487776139858114
0.025,78,0.0070079674012959005,0.0012474391678967522
0.025,79,0.006836604280397296,0.0011260860684470257
0.025,80,0.006739285704679787,0.0010829793355458862
0.025,81,0.006684920028783381,0.0012080577467776079
0.025,82,0.006701413309201598,0.0013840320721651893
0.025,83,0.006693709082901478,0.0014886463081684104
0.025,84,0.006698579643853009,0.001605130399908427
0.025,85,0.0067204248392954465,0.0018097103900865746
0.025,86,0.006677757203578949,0.001887529912780837
0.025,87,0.0066616111318580805,0.0018693297362336284
0.025,88,0.0066550746094435455,0.0017993414343020543
0.025,89,0.006609249883331359,0.0016851770599453017
0.025,90,0.006534963473677635,0.0016438663511066248
0.025,91,0.00649863735307008,0.0016225381218760075
0.025,92,0.006431681220419705,0.0015860585847770998
0.025,93,0.006391836167313159,0.001586991228333384
0.025,94,0.006454660673625767,0.0015996881146249778
0.025,95,0.00649976443964988,0.0016264682683644492
0.025,96,0.006482837779913098,0.0016929440814354602
0.025,97,0.006472641380969435,0.0017227976002168746
0.025,98,0.006475559005048126,0.0016949310103941187
0.025,99,0.006476866977754981,0.0016728509881031297
0.025,100,0.006469710892997682,0.0016593786264742093
0.025,101,0.006512633815873414,0.001755876030610393
0.025,102,0.006562122399918735,0.0018834163944851014
0.025,103,0.006573725491762161,0.001939470336259627
0.025,104,0.006578723178245127,0.0019083358161709465
0.025,105,0.006600875861477107,0.0017913847518178628
0.025,106,0.006565312691964209,0.0016745421804622755
0.025,107,0.006471717089880258,0.001614862117663034
0.025,108,0.006363795301876962,0.0015977600146858402
0.025,109,0.006255372485611588,0.001645109367441022
0.025,110,0.0061470850370824335,0.0017196036103269779
0.025,111,0.00606730516301468,0.0018031990121245242
0.025,112,0.006023177923634648,0.0018153711993596675
0.025,113,0.005977304349653423,0.0017967828314386257
0.025,114,0.005915685126092285,0.0017641598480519858
0.025,115,0.005853089375887066,0.00167559538456526
0.025,116,0.005785491515416652,0.0016296619394806095
0.025,117,0.0057769242790527645,0.001634464091664561
0.025,118,0.005849525320809334,0.0015953619772770837
0.025,119,0.005961475579533726,0.001560341443951274
0.025,120,0.006058114464394748,0.0015582197365766352
0.025,121,0.0060505087138153614,0.0015757677457436598
0.025,122,0.0060517128906212745,0.001580012360984832
0.025,123,0.006031713541597128,0.0015703878468308777
0.025,124,0.006047002493869513,0.001515801600228288
0.025,125,0.0061091238399967555,0.0013857552839998128
0.025,126,0.006100693624466658,0.0012178129057166243
0.025,127,0.006076391297392547,0.001068018936424157
0.025,128,0.006121622328646481,0.0010364586360571768
0.025,129,0.006217275583185256,0.0010682889165729277
0.025,130,0.0062848949572071435,0.0011206957691084895
0.025,131,0.006360965245403349,0.0011857339188804166
0.025,132,0.006458108266815543,0.0012937328731520037
0.025,133,0.006502582260873168,0.0013354289148743584
0.025,134,0.00654676107224077,0.0013241490155472305
0.025,135,0.0065227925777435304,0.001344747172148086
0.025,136,0.006532458215951919,0.0013669506568293793
0.025,137,0.006540964730083943,0.0014435062596778398
0.025,138,0.00652366979047656,0.0015332596915178514
0.025,139,0.006558862060774118,0.0016039041326408358
0.025,140,0.006607148819603026,0.0016328171030846378
0.025,141,0.006656252255197614,0.001668560185189295
0.025,142,0.006626485264860094,0.0016825399937870633
0.025,143,0.006523251568432897,0.0017192486393527342
0.025,144,0.006394354207441211,0.001770427468734113
0.025,145,0.006167408276814968,0.001812081950340248
0.025,146,0.006037732993718237,0.001850053381567201
0.025,147,0.005974384304136038,0.0018434091335393307
0.025,148,0.0059516765060834585,0.001845623191297866
0.025,149,0.006004945328459144,0.0018722306244779066
0.025,150,0.006070799322333187,0.0019370204422231863
0.025,151,0.006129697186406702,0.00200936394387059
0.025,152,0.006214107037521899,0.00207304282356238
0.025,153,0.006300921190995723,0.0020914520034415207
0.025,154,0.006418297067284584,0.0021323164420457234
0.025,155,0.0065152987372130156,0.002190848772039407
0.025,156,0.0065651041688397525,0.0022582272083806667
0.025,157,0.006565774721093476,0.0023332156838611817
0.025,158,0.006507117883302271,0.0024300766582641617
0.025,159,0.006406621867790818,0.0025238197916355384
0.025,160,0.006249817763455212,0.0025920874872031457
0.025,161,0.006172345345839858,0.002596949292110652
0.025,162,0.006119825353380293,0.0025589565072291253
0.025,163,0.006147891038563102,0.0025126678036860046
0.025,164,0.006203131459187716,0.0024790990329273785
0.025,165,0.0062444266048260035,0.002426465375421876
0.025,166,0.006312515563331544,0.002359887999213046
0.025,167,0.006357787479646504,0.002325597229300751
0.025,168,0.006439745298121124,0.0022920078174399473
0.025,169,0.006540767510887236,0.00224941776796847
0.025,170,0.0066154217580333356,0.002261066979019852
0.025,171,0.006674139329697936,0.002272486271282175
0.025,172,0.006748159404378384,0.002250903427063418
0.025,173,0.00678487952100113,0.002282309757982303
0.025,174,0.0067818219307810065,0.0023321560684173405
0.025,175,0.0067585917073301974,0.0023293349913928747
0.025,176,0.006724012643098831,0.002339417796989465
0.025,177,0.00669197702081874,0.002271232348442703
0.025,178,0.0066376507980749015,0.002191136271416735
0.025,179,0.006529586901888251,0.0020892634390059393
0.025,180,0.006492008536588401,0.002024915417877963
0.025,181,0.006476161745376885,0.0020264804713103334
0.025,182,0.00647060462506488,0.0020466828777843844
0.025,183,0.006488950387574732,0.002095075768901396
0.025,184,0.006545739597640932,0.002108627789387643
0.025,185,0.006597711832728237,0.00210793432540651
0.025,186,0.006665664515458048,0.0021351365720597617
0.025,187,0.00675198663957417,0.00217306284318976
0.025,188,0.00686418313998729,0.0022366161931363687
0.025,189,0.006962661305442453,0.002327777261071969
0.025,190,0.007078399905003608,0.002422697238206961
0.025,191,0.007160039828158915,0.002535398213432539
0.025,192,0.007237126480322331,0.0026045588340934895
0.025,193,0.007219461782369763,0.0026307507649367687
0.025,194,0.007190478267148137,0.0026148554944816784
0.025,195,0.007127932697767392,0.0025368718316736336
0.025,196,0.00704275225289166,0.0024224981460556354
0.025,197,0.0070019954699091615,0.0023441810379052795
0.025,198,0.007002766150981188,0.0022964406861876643
0.025,199,0.00696733248187229,0.0023107876527879516
0.025,200,0.006982564739882946,0.0023510773029034996
0.025,201,0.007030287210363894,0.002410109205352002
0.025,202,0.007048823032528162,0.0024627687318953956
0.025,203,0.007099705131258816,0.0025754871026073267
0.025,204,0.0071148410090245305,0.0027311551638787624
0.025,205,0.0070711620734073225,0.0029218044252366632
0.025,206,0.007073528587352484,0.003071740708225476
0.025,207,0.007111586723476648,0.003142730360380622
0.025,208,0.007165036769583822,0.0031494509921666577
0.025,209,0.007222426822409034,0.003146572804082401
0.025,210,0.007285151421092451,0.003130999466033861
0.025,211,0.007245320582296699,0.003192421356725194
0.025,212,0.0070856114150956275,0.0032644702590241543
0.025,213,0.00690491289133206,0.0032974011146578563
0.025,214,0.00674280512612313,0.0032724005276238933
0.025,215,0.006645201612263918,0.0031863951515365137
0.025,216,0.006592903449200094,0.0031243256367524384
0.025,217,0.006559173751156777,0.003100925610987711
0.025,218,0.006531065877061338,0.003088457997802103
0.025,219,0.006514463061466813,0.003065548744370211
0.025,220,0.00654073340119794,0.0030204259525540974
0.025,221,0.006626010779291392,0.002955939457642865
0.025,222,0.006691030273213982,0.0029487315969323516
0.025,223,0.006759526068344712,0.002966122333871409
0.025,224,0.006862805457785726,0.002998803582035217
0.025,225,0.0070182916708290575,0.003004701927132254
0.025,226,0.0071775778895244,0.00301029654188883
0.025,227,0.007308243087027222,0.002977470021958501
0.025,228,0.0073945725103840235,0.002889600708853909
0.025,229,0.007414232334122061,0.0028220333069143423
0.025,230,0.007347988104447723,0.002746039980631996
0.025,231,0.0072309138718992475,0.00265517885859811
0.025,232,0.007126363599672914,0.00253711457894035
0.025,233,0.007008547615259886,0.00238614342224845
0.025,234,0.00686423722654581,0.0022322327157013825
0.025,235,0.006726965052075684,0.0020960071064086666
0.025,236,0.006631427328102291,0.0019852488022970697
0.025,237,0.006569015444256365,0.001924908064696399
0.025,238,0.006565989996306598,0.0018638250514012998
0.025,239,0.006584435002878308,0.0018136584607876891
0.025,240,0.006645866599865258,0.0017860156832935137
0.025,241,0.006720908405259252,0.0017703458945264028
0.025,242,0.006777250650338828,0.0017263428617270327
0.025,243,0.006805973686277866,0.0016588885203156214
0.025,244,0.006809044466353953,0.001631680896380901
0.025,245,0.006783029378857464,0.0015902867161321204
0.025,246,0.006785657326690853,0.0015620814711155358
0.025,247,0.006765512842684984,0.001555456684801057
0.025,248,0.006744301086291671,0.0015922607440548484
0.025,249,0.006718730775173753,0.0016912202525527274
0.025,250,0.006647150544449687,0.0018100638906566474
0.05,0,0.009999999776482582,0.0
0.05,1,0.010071386815980077,0.0005818749710569558
0.05,2,0.010078620212152601,0.0010045624137430863
0.05,3,0.010155660007148981,0.0012697537847336175
0.05,4,0.010290302173234522,0.0016709600902510475
0.05,5,0.010403551068156958,0.002081953733107395
0.05,6,0.010566127835772932,0.002389362746420259
0.05,7,0.01065714426804334,0.0026312990170436
0.05,8,0.010869367886334658,0.0026556131517413754
0.05,9,0.011053843051195144,0.002698441098534365
0.05,10,0.011125140869989992,0.002871322207543772
0.05,11,0.01123610397335142,0.003058907417049502
0.05,12,0.011581711960025132,0.0031682239315512202
0.05,13,0.011847153352573515,0.003258672385253358
0.05,14,0.011974035296589136,0.0033890933577475383
0.05,15,0.012093909760005772,0.003502857532786737
0.05,16,0.012127249035984278,0.003555219368018091
0.05,17,0.012044998607598245,0.00335484513660824
0.05,18,0.012002375395968556,0.0029663038341395374
0.05,19,0.011869551241397857,0.002617085453364469
0.05,20,0.01175424240063876,0.0024775776657439013
0.05,21,0.011627368256449699,0.0024776217487317617
0.05,22,0.011592600215226411,0.002550102170487903
0.05,23,0.01159552198369056,0.0027035569687637252
0.05,24,0.011552998330444098,0.0028801012692311065
0.05,25,0.011474273353815078,0.0030512739820381016
0.05,26,0.011477797175757587,0.0031870752900015576
0.05,27,0.01143073346465826,0.00331978365229345
0.05,28,0.011406905553303658,0.0033134374760400405
0.05,29,0.011413444229401649,0.003239437704193195
0.05,30,0.011371696228161454,0.003157754871048933
0.05,31,0.011299228668212891,0.0030762064979467235
0.05,32,0.011192408669739962,0.003045133137173548
0.05,33,0.011103656771592797,0.0030680081950406053
0.05,34,0.011093286401592194,0.003151868428731103
0.05,35,0.011102289357222617,0.0030487326683127035
0.05,36,0.011155420495197178,0.0029047910177176593
0.05,37,0.011394650978036224,0.0027665470100155026
0.05,38,0.011726802354678512,0.002761883366027683
0.05,39,0.012020227592438459,0.0028843307363482216
0.05,40,0.012173346779309212,0.003113130975812271
0.05,41,0.012213862501084805,0.0032819390808252746
0.05,42,0.012227099970914423,0.0033705634996833594
0.05,43,0.012229004129767417,0.0033869734165727773
0.05,44,0.01225040468852967,0.0033349427423592475
0.05,45,0.012212480464950205,0.003286203263296662
0.05,46,0.012240219884552062,0.003236167944987329
0.05,47,0.012135929521173238,0.0030684272576748735
0.05,48,0.011942787235602737,0.002996140281730168
0.05,49,0.011746747861616313,0.002961006741409801
0.05,50,0.0115341643569991,0.002947471291825011
0.05,51,0.011187714757397771,0.002998197712421609
0.05,52,0.01094876539427787,0.003064157805755641
0.05,53,0.010739146755076945,0.0031011277973690228
0.05,54,0.010683675785548985,0.003124717019534914
0.05,55,0.010708778537809849,0.0031203010289839006
0.05,56,0.010844868049025536,0.0030386027217958523
0.05,57,0.010982519318349659,0.0029231963216571075
0.05,58,0.011142895859666168,0.0027515336962516943
0.05,59,0.011353840888477861,0.002647707903378148
0.05,60,0.011456837202422321,0.0026438591974914977
0.05,61,0.011531406850554048,0.0026749952449898642
0.05,62,0.011568380077369511,0.0026672301746895706
0.05,63,0.011612288863398134,0.0026351339933140846
0.05,64,0.011664483230561018,0.002630064068823325
0.05,65,0.011645250651054085,0.0025964793720056104
0.05,66,0.01154832795727998,0.002606528180058909
0.05,67,0.011380896274931728,0.002633573580792495
0.05,68,0.011280217906460166,0.002700897744486752
0.05,69,0.011280789994634688,0.0027585784259597725
0.05,70,0.011250206362456083,0.0027897709592701824
0.05,71,0.01118238342460245,0.002805402230165069
0.05,72,0.011083233286626637,0.0027970344344196265
0.05,73,0.01105980824213475,0.0028153111111066573
0.05,74,0.011107409140095115,0.002817565527528554
0.05,75,0.011218821490183472,0.0028326226156129646
0.05,76,0.011345506412908435,0.002887245837514157
0.05,77,0.011417336226440967,0.0029665517301583903
0.05,78,0.01151650883257389,0.0030495858486790633
0.05,79,0.011626467714086175,0.00307205767818727
0.05,80,0.011661410983651876,0.003049151505731888
0.05,81,0.011780136986635626,0.002929494063653331
0.05,82,0.011886575818061828,0.002798477766924283
0.05,83,0.011905347881838679,0.002670176813827891
0.05,84,0.011891240836121142,0.0025608535712594144
0.05,85,0.01186646604910493,0.002485731661209979
0.05,86,0.011824597325176,0.0024405658411741356
0.05,87,0.011732600722461939,0.002356849540507831
0.05,88,0.011650005960837007,0.0024038893685639474
0.05,89,0.011628013104200363,0.0024371217889834107
0.05,90,0.011683023883961141,0.0025143210791550197
0.05,91,0.01175146303139627,0.0025406318210544265
