step,train_loss
162,1.6945180892944336
163,1.8587467670440674
164,1.7425947189331055
165,1.586531400680542
166,1.7123219966888428
167,1.7490631341934204
168,1.7359256744384766
169,1.6359519958496094
170,1.7119444608688354
171,1.7574565410614014
172,1.7934483289718628
173,1.6136051416397095
174,1.5954439640045166
175,1.6995363235473633
176,1.8549671173095703
177,1.6331582069396973
178,1.6529157161712646
179,1.6594198942184448
180,1.7434732913970947
181,1.702157735824585
182,1.7863149642944336
183,1.5827043056488037
184,1.6843620538711548
185,1.6417367458343506
186,1.7523714303970337
187,1.7764930725097656
188,1.905043363571167
189,1.596337914466858
190,1.7741880416870117
191,1.7049610614776611
192,1.7305294275283813
193,1.6410439014434814
194,1.6609458923339844
195,1.719862699508667
196,1.7639451026916504
197,1.5531368255615234
198,1.5100994110107422
199,1.5792735815048218
200,1.6033580303192139
201,1.640578269958496
202,1.6191991567611694
203,1.6399961709976196
204,1.7504637241363525
205,1.7144912481307983
206,1.7310949563980103
207,1.70301353931427
208,1.6512455940246582
209,1.7085506916046143
210,1.5671648979187012
211,1.6898159980773926
212,1.61993408203125
213,1.5150426626205444
214,1.7409815788269043
215,1.8106298446655273
216,1.5609803199768066
217,1.6242035627365112
218,1.596616268157959
219,1.5732920169830322
220,1.8603980541229248
221,1.6152760982513428
222,1.559157133102417
223,1.5994240045547485
224,1.8271913528442383
225,1.6301956176757812
226,1.65035080909729
227,1.5613164901733398
228,1.522206425666809
229,1.640352487564087
230,1.7286847829818726
231,1.6458625793457031
232,1.5667535066604614
233,1.6473355293273926
234,1.7431111335754395
235,1.6576875448226929
236,1.5816954374313354
237,1.8096508979797363
238,1.6486716270446777
239,1.6728795766830444
240,1.6073274612426758
241,1.5901960134506226
242,1.6685123443603516
243,1.742035150527954
244,1.5443153381347656
245,1.6058733463287354
246,1.5438194274902344
247,1.4461325407028198
248,1.738189458847046
249,1.7049381732940674
250,1.6290535926818848
251,1.6979355812072754
252,1.5898109674453735
253,1.4053704738616943
254,1.4680837392807007
255,1.541612982749939
256,1.5530099868774414
257,1.535465955734253
258,1.5550200939178467
259,1.6451951265335083
260,1.604364275932312
261,1.679661512374878
262,1.5624362230300903
263,1.506568431854248
264,1.5661370754241943
265,1.5652589797973633
266,1.451102375984192
267,1.6525237560272217
268,1.595353126525879
269,1.7303389310836792
270,1.5436553955078125
271,1.5998027324676514
272,1.744743824005127
273,1.5601367950439453
274,1.5835843086242676
275,1.4668347835540771
276,1.612506628036499
277,1.6199332475662231
278,1.5040864944458008
279,1.448603630065918
280,1.675382375717163
281,1.672615647315979
282,1.7350231409072876
283,1.4694445133209229
284,1.465927243232727
285,1.438525915145874
286,1.5900745391845703
287,1.5813167095184326
288,1.5449237823486328
289,1.6842360496520996
290,1.4375709295272827
291,1.6229966878890991
292,1.4680075645446777
293,1.5900774002075195
294,1.6090478897094727
295,1.6505279541015625
296,1.587584376335144
297,1.5876100063323975
298,1.5406098365783691
299,1.622577428817749
300,1.4701542854309082
301,1.5728089809417725
302,1.5460965633392334
303,1.660088062286377
304,1.622865915298462
305,1.6323965787887573
306,1.5072873830795288
307,1.5061075687408447
308,1.5817062854766846
309,1.5281555652618408
310,1.4924250841140747
311,1.493746280670166
312,1.4469735622406006
313,1.579431414604187
314,1.5364112854003906
315,1.5753059387207031
316,1.5253300666809082
317,1.7094230651855469
318,1.5657562017440796
319,1.5050415992736816
320,1.6290051937103271
321,1.7382127046585083
322,1.4686862230300903
323,1.8591722249984741
324,1.6419492959976196
325,1.7012096643447876
326,1.5217087268829346
327,1.6483352184295654
328,1.4813036918640137
329,1.6257424354553223
330,1.5075043439865112
331,1.6669230461120605
332,1.4719407558441162
333,1.5466561317443848
334,1.5579396486282349
335,1.4881043434143066
336,1.5271565914154053
337,1.506096601486206
338,1.5254402160644531
339,1.5403811931610107
340,1.64877188205719
341,1.6215200424194336
342,1.6159138679504395
343,1.5380390882492065
344,1.6715950965881348
345,1.6061594486236572
346,1.4140901565551758
347,1.4225564002990723
348,1.5464909076690674
349,1.4268877506256104
350,1.3963191509246826
351,1.6308212280273438
352,1.678792953491211
353,1.6180024147033691
354,1.629016399383545
355,1.5124975442886353
356,1.6918206214904785
357,1.4816652536392212
358,1.577216386795044
359,1.549745798110962
360,1.660815954208374
361,1.6127965450286865
362,1.5204613208770752
363,1.5588916540145874
364,1.683750867843628
365,1.5600979328155518
366,1.5915073156356812
367,1.6317384243011475
368,1.6928236484527588
369,1.6303895711898804
370,1.6545103788375854
371,1.5759830474853516
372,1.6024250984191895
373,1.5690604448318481
374,1.4732931852340698
375,1.5515265464782715
376,1.533452033996582
377,1.4428424835205078
378,1.3913602828979492
379,1.4908010959625244
380,1.4804761409759521
381,1.5551860332489014
382,1.5051026344299316
383,1.5327184200286865
384,1.5697309970855713
385,1.5626076459884644
386,1.4332060813903809
387,1.5682051181793213
388,1.5559697151184082
389,1.603238582611084
390,1.2008708715438843
391,1.4624484777450562
392,1.6286890506744385
393,1.5621984004974365
394,1.5281434059143066
395,1.566927433013916
396,1.4338550567626953
397,1.6851590871810913
398,1.48444664478302
399,1.4701792001724243
400,1.486275553703308
401,1.5789793729782104
402,1.4969513416290283
403,1.4719946384429932
404,1.4693357944488525
405,1.4535589218139648
406,1.4333263635635376
407,1.5369601249694824
408,1.3632254600524902
409,1.3590240478515625
410,1.530177354812622
411,1.466191053390503
412,1.4236339330673218
413,1.6065926551818848
414,1.5690979957580566
415,1.5270501375198364
416,1.6267825365066528
417,1.4726641178131104
418,1.5489740371704102
419,1.474198341369629
420,1.4926873445510864
421,1.432809591293335
422,1.5302754640579224
423,1.594724416732788
424,1.5404380559921265
425,1.3682270050048828
426,1.420391321182251
427,1.6035919189453125
428,1.5076663494110107
429,1.6434502601623535
430,1.432260274887085
431,1.3804422616958618
432,1.471396803855896
433,1.5345274209976196
434,1.380061388015747
435,1.400055170059204
436,1.6217037439346313
437,1.4152350425720215
438,1.4389066696166992
439,1.5600134134292603
440,1.5123058557510376
441,1.423103928565979
442,1.5182480812072754
443,1.4020696878433228
444,1.4776043891906738
445,1.5359853506088257
446,1.7344893217086792
447,1.4379065036773682
448,1.3893816471099854
449,1.5856598615646362
450,1.5848138332366943
451,1.4403541088104248
452,1.4664502143859863
453,1.3114373683929443
454,1.4660155773162842
455,1.470177173614502
456,1.437388300895691
457,1.4521946907043457
458,1.3732707500457764
459,1.431560754776001
460,1.488573431968689
461,1.420775055885315
462,1.4166377782821655
463,1.36037278175354
464,1.328171968460083
465,1.4817423820495605
466,1.4944096803665161
467,1.4573290348052979
468,1.3612587451934814
469,1.4447288513183594
470,1.5663535594940186
471,1.416127324104309
472,1.4250438213348389
473,1.5033880472183228
474,1.427083969116211
475,1.3558857440948486
476,1.5853219032287598
477,1.3404662609100342
478,1.589861273765564
479,1.349319338798523
480,1.41831374168396
481,1.393326759338379
482,1.2710545063018799
483,1.638597846031189
484,1.4792635440826416
485,1.474025845527649
486,1.4688998460769653
487,1.3022270202636719
488,1.4450361728668213
489,1.5405631065368652
490,1.565387487411499
491,1.3988385200500488
492,1.2950035333633423
493,1.4499526023864746
494,1.4387922286987305
495,1.4039390087127686
496,1.3210415840148926
497,1.286362886428833
498,1.3590500354766846
499,1.5941883325576782
500,1.3516719341278076
