seed,checkpoint_age,source_checkpoint,source_checkpoint_sha256,protocol_sha256,batch_file_sha256,rewrite_family,row_id,continuation_step,loss,accuracy,examples
4101,1500,checkpoints\seed_4101_age_1500.pt,9ddb64cbb9231e187b06be5652c8d2bdbf7e9743ec4708d3e45903b49660cf56,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,clean,4101_1500_clean,50,1.0786885112762452,0.6157,10000
4101,1500,checkpoints\seed_4101_age_1500.pt,9ddb64cbb9231e187b06be5652c8d2bdbf7e9743ec4708d3e45903b49660cf56,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,reset_m,4101_1500_reset_m,50,1.0752056240081787,0.6166,10000
4101,1500,checkpoints\seed_4101_age_1500.pt,9ddb64cbb9231e187b06be5652c8d2bdbf7e9743ec4708d3e45903b49660cf56,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,reset_v,4101_1500_reset_v,50,2.464600606536865,0.1555,10000
4101,1500,checkpoints\seed_4101_age_1500.pt,9ddb64cbb9231e187b06be5652c8d2bdbf7e9743ec4708d3e45903b49660cf56,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,full_per_parameter_reset,4101_1500_full_per_parameter_reset,50,1.0736162975311279,0.6185,10000
4101,1500,checkpoints\seed_4101_age_1500.pt,9ddb64cbb9231e187b06be5652c8d2bdbf7e9743ec4708d3e45903b49660cf56,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,clean,4101_1500_clean,75,1.035961436843872,0.6272,10000
4101,1500,checkpoints\seed_4101_age_1500.pt,9ddb64cbb9231e187b06be5652c8d2bdbf7e9743ec4708d3e45903b49660cf56,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,reset_m,4101_1500_reset_m,75,1.0350710191726684,0.6285,10000
4101,1500,checkpoints\seed_4101_age_1500.pt,9ddb64cbb9231e187b06be5652c8d2bdbf7e9743ec4708d3e45903b49660cf56,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,reset_v,4101_1500_reset_v,75,2.23769825592041,0.202,10000
4101,1500,checkpoints\seed_4101_age_1500.pt,9ddb64cbb9231e187b06be5652c8d2bdbf7e9743ec4708d3e45903b49660cf56,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,full_per_parameter_reset,4101_1500_full_per_parameter_reset,75,1.029917573928833,0.6316,10000
4101,1500,checkpoints\seed_4101_age_1500.pt,9ddb64cbb9231e187b06be5652c8d2bdbf7e9743ec4708d3e45903b49660cf56,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,clean,4101_1500_clean,100,1.0601507560729981,0.6113,10000
4101,1500,checkpoints\seed_4101_age_1500.pt,9ddb64cbb9231e187b06be5652c8d2bdbf7e9743ec4708d3e45903b49660cf56,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,reset_m,4101_1500_reset_m,100,1.0535211591720581,0.614,10000
