seed,checkpoint_age,source_checkpoint,source_checkpoint_sha256,protocol_sha256,batch_file_sha256,rewrite_family,row_id,continuation_step,parameter_distance,normalized_parameter_distance,theta_checkpoint_norm,tau,batch_sha256
4101,500,checkpoints\seed_4101_age_500.pt,7fa34684acddbb4c0d6bbbcd7e9e4549dc3750be17a8389c462e06db32cb314a,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,clean,4101_500_clean,8,0.0,0.0,15.039556503295898,1.5039556503295899,5ba50c7e7722f25a35f004c1dd1202b1a5727b728152790473618b720bf8c92d
4101,500,checkpoints\seed_4101_age_500.pt,7fa34684acddbb4c0d6bbbcd7e9e4549dc3750be17a8389c462e06db32cb314a,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,reset_m,4101_500_reset_m,8,0.25103768706321716,0.016691827781503125,15.039556503295898,1.5039556503295899,5ba50c7e7722f25a35f004c1dd1202b1a5727b728152790473618b720bf8c92d
4101,500,checkpoints\seed_4101_age_500.pt,7fa34684acddbb4c0d6bbbcd7e9e4549dc3750be17a8389c462e06db32cb314a,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,reset_v,4101_500_reset_v,8,583.4443969726562,38.793989493291,15.039556503295898,1.5039556503295899,5ba50c7e7722f25a35f004c1dd1202b1a5727b728152790473618b720bf8c92d
4101,500,checkpoints\seed_4101_age_500.pt,7fa34684acddbb4c0d6bbbcd7e9e4549dc3750be17a8389c462e06db32cb314a,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,full_per_parameter_reset,4101_500_full_per_parameter_reset,8,0.515744686126709,0.03429254619400844,15.039556503295898,1.5039556503295899,5ba50c7e7722f25a35f004c1dd1202b1a5727b728152790473618b720bf8c92d
4101,500,checkpoints\seed_4101_age_500.pt,7fa34684acddbb4c0d6bbbcd7e9e4549dc3750be17a8389c462e06db32cb314a,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,clean,4101_500_clean,9,0.0,0.0,15.039556503295898,1.5039556503295899,7e89b9ac7a688e3a79022ddb3d5ed9769a57f585326a4d1f1063293b7df5605a
4101,500,checkpoints\seed_4101_age_500.pt,7fa34684acddbb4c0d6bbbcd7e9e4549dc3750be17a8389c462e06db32cb314a,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,reset_m,4101_500_reset_m,9,0.2806638479232788,0.01866171039430272,15.039556503295898,1.5039556503295899,7e89b9ac7a688e3a79022ddb3d5ed9769a57f585326a4d1f1063293b7df5605a
4101,500,checkpoints\seed_4101_age_500.pt,7fa34684acddbb4c0d6bbbcd7e9e4549dc3750be17a8389c462e06db32cb314a,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,reset_v,4101_500_reset_v,9,627.2594604492188,41.707311004264916,15.039556503295898,1.5039556503295899,7e89b9ac7a688e3a79022ddb3d5ed9769a57f585326a4d1f1063293b7df5605a
4101,500,checkpoints\seed_4101_age_500.pt,7fa34684acddbb4c0d6bbbcd7e9e4549dc3750be17a8389c462e06db32cb314a,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,full_per_parameter_reset,4101_500_full_per_parameter_reset,9,0.5391411781311035,0.03584820988656917,15.039556503295898,1.5039556503295899,7e89b9ac7a688e3a79022ddb3d5ed9769a57f585326a4d1f1063293b7df5605a
4101,500,checkpoints\seed_4101_age_500.pt,7fa34684acddbb4c0d6bbbcd7e9e4549dc3750be17a8389c462e06db32cb314a,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,clean,4101_500_clean,10,0.0,0.0,15.039556503295898,1.5039556503295899,8b91fadc93ec5210f38a1f8bfb3f856b19cc74ba0471d9c2dbe0ea538eb21a5e
4101,500,checkpoints\seed_4101_age_500.pt,7fa34684acddbb4c0d6bbbcd7e9e4549dc3750be17a8389c462e06db32cb314a,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,reset_m,4101_500_reset_m,10,0.30820176005363464,0.020492742587593732,15.039556503295898,1.5039556503295899,8b91fadc93ec5210f38a1f8bfb3f856b19cc74ba0471d9c2dbe0ea538eb21a5e
4101,500,checkpoints\seed_4101_age_500.pt,7fa34684acddbb4c0d6bbbcd7e9e4549dc3750be17a8389c462e06db32cb314a,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,reset_v,4101_500_reset_v,10,666.7141723632812,44.33070697378127,15.039556503295898,1.5039556503295899,8b91fadc93ec5210f38a1f8bfb3f856b19cc74ba0471d9c2dbe0ea538eb21a5e
4101,500,checkpoints\seed_4101_age_500.pt,7fa34684acddbb4c0d6bbbcd7e9e4549dc3750be17a8389c462e06db32cb314a,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,full_per_parameter_reset,4101_500_full_per_parameter_reset,10,0.5604044198989868,0.03726203094992447,15.039556503295898,1.5039556503295899,8b91fadc93ec5210f38a1f8bfb3f856b19cc74ba0471d9c2dbe0ea538eb21a5e
4101,500,checkpoints\seed_4101_age_500.pt,7fa34684acddbb4c0d6bbbcd7e9e4549dc3750be17a8389c462e06db32cb314a,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,clean,4101_500_clean,11,0.0,0.0,15.039556503295898,1.5039556503295899,2a9ba7715c538d97cbae7bf4a19dc4384057bee07836582d941f7771cc2e483d
4101,500,checkpoints\seed_4101_age_500.pt,7fa34684acddbb4c0d6bbbcd7e9e4549dc3750be17a8389c462e06db32cb314a,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,reset_m,4101_500_reset_m,11,0.3192278742790222,0.02122588350321651,15.039556503295898,1.5039556503295899,2a9ba7715c538d97cbae7bf4a19dc4384057bee07836582d941f7771cc2e483d
4101,500,checkpoints\seed_4101_age_500.pt,7fa34684acddbb4c0d6bbbcd7e9e4549dc3750be17a8389c462e06db32cb314a,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,reset_v,4101_500_reset_v,11,702.259033203125,46.69413177504132,15.039556503295898,1.5039556503295899,2a9ba7715c538d97cbae7bf4a19dc4384057bee07836582d941f7771cc2e483d
4101,500,checkpoints\seed_4101_age_500.pt,7fa34684acddbb4c0d6bbbcd7e9e4549dc3750be17a8389c462e06db32cb314a,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,full_per_parameter_reset,4101_500_full_per_parameter_reset,11,0.565091073513031,0.0375736527462864,15.039556503295898,1.5039556503295899,2a9ba7715c538d97cbae7bf4a19dc4384057bee07836582d941f7771cc2e483d
4101,500,checkpoints\seed_4101_age_500.pt,7fa34684acddbb4c0d6bbbcd7e9e4549dc3750be17a8389c462e06db32cb314a,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,clean,4101_500_clean,12,0.0,0.0,15.039556503295898,1.5039556503295899,bc36f49233f5bad46c9f9469377e0dca7bbcf4e0e32273541a98f461f35888e6
4101,500,checkpoints\seed_4101_age_500.pt,7fa34684acddbb4c0d6bbbcd7e9e4549dc3750be17a8389c462e06db32cb314a,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,reset_m,4101_500_reset_m,12,0.32349300384521484,0.021509477608219384,15.039556503295898,1.5039556503295899,bc36f49233f5bad46c9f9469377e0dca7bbcf4e0e32273541a98f461f35888e6
4101,500,checkpoints\seed_4101_age_500.pt,7fa34684acddbb4c0d6bbbcd7e9e4549dc3750be17a8389c462e06db32cb314a,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,reset_v,4101_500_reset_v,12,733.98486328125,48.80362417072268,15.039556503295898,1.5039556503295899,bc36f49233f5bad46c9f9469377e0dca7bbcf4e0e32273541a98f461f35888e6
4101,500,checkpoints\seed_4101_age_500.pt,7fa34684acddbb4c0d6bbbcd7e9e4549dc3750be17a8389c462e06db32cb314a,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,full_per_parameter_reset,4101_500_full_per_parameter_reset,12,0.5668715238571167,0.03769203724410689,15.039556503295898,1.5039556503295899,bc36f49233f5bad46c9f9469377e0dca7bbcf4e0e32273541a98f461f35888e6
4101,500,checkpoints\seed_4101_age_500.pt,7fa34684acddbb4c0d6bbbcd7e9e4549dc3750be17a8389c462e06db32cb314a,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,clean,4101_500_clean,13,0.0,0.0,15.039556503295898,1.5039556503295899,5c671f22b14495fc7b9ea45dc5c386e518cd961375397968bbcfc7f72e0208ba
4101,500,checkpoints\seed_4101_age_500.pt,7fa34684acddbb4c0d6bbbcd7e9e4549dc3750be17a8389c462e06db32cb314a,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,reset_m,4101_500_reset_m,13,0.32510438561439514,0.021616620512920532,15.039556503295898,1.5039556503295899,5c671f22b14495fc7b9ea45dc5c386e518cd961375397968bbcfc7f72e0208ba
4101,500,checkpoints\seed_4101_age_500.pt,7fa34684acddbb4c0d6bbbcd7e9e4549dc3750be17a8389c462e06db32cb314a,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,reset_v,4101_500_reset_v,13,762.550537109375,50.70299359839583,15.039556503295898,1.5039556503295899,5c671f22b14495fc7b9ea45dc5c386e518cd961375397968bbcfc7f72e0208ba
4101,500,checkpoints\seed_4101_age_500.pt,7fa34684acddbb4c0d6bbbcd7e9e4549dc3750be17a8389c462e06db32cb314a,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,full_per_parameter_reset,4101_500_full_per_parameter_reset,13,0.565409779548645,0.037594843932046706,15.039556503295898,1.5039556503295899,5c671f22b14495fc7b9ea45dc5c386e518cd961375397968bbcfc7f72e0208ba
