row_id,post_resume_index,parameter_divergence,validation_loss_gap,perplexity_gap
gpu_seed1101_ckpt75_scheduler_mismatch,1,0.0,0.0,0.0
gpu_seed1101_ckpt75_scheduler_mismatch,2,0.0,0.0,0.0
gpu_seed1101_ckpt75_scheduler_mismatch,3,0.0,0.0,0.0
gpu_seed1101_ckpt75_scheduler_mismatch,4,0.0,0.0,0.0
gpu_seed1101_ckpt75_scheduler_mismatch,5,0.0,0.0,0.0
gpu_seed1101_ckpt75_scheduler_mismatch,6,0.0,0.0,0.0
gpu_seed1101_ckpt75_scheduler_mismatch,7,0.0,0.0,0.0
gpu_seed1101_ckpt75_scheduler_mismatch,8,0.0,0.0,0.0
gpu_seed1101_ckpt75_scheduler_mismatch,9,0.0,0.0,0.0
gpu_seed1101_ckpt75_scheduler_mismatch,10,0.0,0.0,0.0
gpu_seed1101_ckpt75_scheduler_mismatch,11,0.0,0.0,0.0
gpu_seed1101_ckpt75_scheduler_mismatch,12,0.0,0.0,0.0
gpu_seed1101_ckpt75_scheduler_mismatch,13,0.0,0.0,0.0
gpu_seed1101_ckpt75_scheduler_mismatch,14,0.0,0.0,0.0
gpu_seed1101_ckpt75_scheduler_mismatch,15,0.0,0.0,0.0
gpu_seed1101_ckpt75_scheduler_mismatch,16,0.0,0.0,0.0
gpu_seed1101_ckpt75_scheduler_mismatch,17,0.0,0.0,0.0
gpu_seed1101_ckpt75_scheduler_mismatch,18,0.0,0.0,0.0
gpu_seed1101_ckpt75_scheduler_mismatch,19,0.0,0.0,0.0
gpu_seed1101_ckpt75_scheduler_mismatch,20,0.0,0.0,0.0
gpu_seed1101_ckpt75_optimizer_reset,0,0.0,0.0,0.0
gpu_seed1101_ckpt75_optimizer_reset,1,3.588268280029297,9.613434791564941,28900759.690066945
gpu_seed1101_ckpt75_optimizer_reset,2,5.380219459533691,10.120753288269043,56088037.43866241
gpu_seed1101_ckpt75_optimizer_reset,3,6.808820724487305,8.66368865966797,32050186.558983605
gpu_seed1101_ckpt75_optimizer_reset,4,8.049033164978027,8.427030563354492,29959850.348662227
gpu_seed1101_ckpt75_optimizer_reset,5,9.191717147827148,11.527745882670084,837718869.771226
gpu_seed1101_ckpt75_optimizer_reset,6,10.229436874389648,8.438241640726726,26587221.297039296
gpu_seed1101_ckpt75_optimizer_reset,7,11.20024299621582,4.5100005467732736,480215.07101926045
gpu_seed1101_ckpt75_optimizer_reset,8,12.087366104125977,3.4721167882283535,164659.55800888306
gpu_seed1101_ckpt75_optimizer_reset,9,12.934453010559082,5.494066874186198,379142.42074831045
gpu_seed1101_ckpt75_optimizer_reset,10,13.758225440979004,8.571414311726887,6998655.115650917
gpu_seed1101_ckpt75_optimizer_reset,11,14.517342567443848,6.230153401692709,426300.4590793255
gpu_seed1101_ckpt75_optimizer_reset,12,15.238125801086426,4.7719771067301435,108661.08884177779
gpu_seed1101_ckpt75_optimizer_reset,13,15.91478443145752,7.022468884785971,613480.2359566247
gpu_seed1101_ckpt75_optimizer_reset,14,16.55394744873047,6.80047353108724,320778.2281647167
gpu_seed1101_ckpt75_optimizer_reset,15,17.15021324157715,6.152159531911214,137095.6293805464
gpu_seed1101_ckpt75_optimizer_reset,16,17.689558029174805,9.416658878326416,3819008.474225105
gpu_seed1101_ckpt75_optimizer_reset,17,18.221586227416992,10.199357032775879,11007871.669322131
gpu_seed1101_ckpt75_optimizer_reset,18,18.732088088989258,7.329885641733806,857255.274050905
gpu_seed1101_ckpt75_optimizer_reset,19,19.22760772705078,8.197545051574707,1378525.6018572608
gpu_seed1101_ckpt75_optimizer_reset,20,19.69366455078125,7.1138383547465,350676.74015910743
gpu_seed1101_ckpt150_exact_restore,0,0.0,0.0,0.0
gpu_seed1101_ckpt150_exact_restore,1,0.0,0.0,0.0
gpu_seed1101_ckpt150_exact_restore,2,0.0,0.0,0.0
gpu_seed1101_ckpt150_exact_restore,3,0.0,0.0,0.0
gpu_seed1101_ckpt150_exact_restore,4,0.0,0.0,0.0
gpu_seed1101_ckpt150_exact_restore,5,0.0,0.0,0.0
gpu_seed1101_ckpt150_exact_restore,6,0.0,0.0,0.0
gpu_seed1101_ckpt150_exact_restore,7,0.0,0.0,0.0
gpu_seed1101_ckpt150_exact_restore,8,0.0,0.0,0.0
gpu_seed1101_ckpt150_exact_restore,9,0.0,0.0,0.0
gpu_seed1101_ckpt150_exact_restore,10,0.0,0.0,0.0
gpu_seed1101_ckpt150_exact_restore,11,0.0,0.0,0.0
gpu_seed1101_ckpt150_exact_restore,12,0.0,0.0,0.0
gpu_seed1101_ckpt150_exact_restore,13,0.0,0.0,0.0
gpu_seed1101_ckpt150_exact_restore,14,0.0,0.0,0.0
gpu_seed1101_ckpt150_exact_restore,15,0.0,0.0,0.0
