model,dataset,seed,scenario,baseline_name,delta_theta,delta_optimizer,delta_schedule,delta_time,repaired_delta,loss_probe_gap,actual_max_divergence,actual_loss_gap,predicted_safe,actual_safe,false_positive,false_negative,abstained,runtime_seconds,notes
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,B_optimizer_norm,0.0,3.61255145072937,0.0,0.0,0.05040372163057327,0.15339532494544983,0.19634804129600525,0.2165636606514454,False,False,False,False,False,1e-06,threshold_M=0.445
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,C_raw_product,0.0,3.61255145072937,0.0,0.0,0.05040372163057327,0.15339532494544983,0.19634804129600525,0.2165636606514454,False,False,False,False,False,0.13290700000015931,bound_raw=11.04 L_pred=1.0283 regime=expansive danger=0.03132
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,D_block_normalized,0.0,3.61255145072937,0.0,0.0,0.05040372163057327,0.15339532494544983,0.19634804129600525,0.2165636606514454,False,False,False,False,False,0.13290700000015931,bound_block=2.484 L_pred=1.0283
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,E_loss_probe,0.0,3.61255145072937,0.0,0.0,0.05040372163057327,0.15339532494544983,0.19634804129600525,0.2165636606514454,False,False,False,False,False,0.002143200000318757,probe_steps=5 loss_thr=0.05
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,stale_adam_moments,F_repaired_analyzer,0.0,3.61255145072937,0.0,0.0,0.05040372163057327,0.15339532494544983,0.19634804129600525,0.2165636606514454,False,False,False,False,False,0.2514208000002327,"decision=flagged_dangerous; expansive regime, bound reaches danger threshold; L_used=1.0283(clean=1.0283,rw=1.0200); bound=0.154"
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,reset_first_moment,A_param_norm,0.0,1.3917690515518188,0.0,0.0,0.017937932163476944,0.02433454990386963,0.08916588127613068,0.02811439335346222,True,False,False,True,False,5.000001692678779e-07,threshold_theta=0.03132
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,reset_first_moment,B_optimizer_norm,0.0,1.3917690515518188,0.0,0.0,0.017937932163476944,0.02433454990386963,0.08916588127613068,0.02811439335346222,False,False,False,False,False,1e-06,threshold_M=0.445
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,reset_first_moment,C_raw_product,0.0,1.3917690515518188,0.0,0.0,0.017937932163476944,0.02433454990386963,0.08916588127613068,0.02811439335346222,False,False,False,False,False,0.13290700000015931,bound_raw=4.253 L_pred=1.0283 regime=expansive danger=0.03132
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,reset_first_moment,D_block_normalized,0.0,1.3917690515518188,0.0,0.0,0.017937932163476944,0.02433454990386963,0.08916588127613068,0.02811439335346222,False,False,False,False,False,0.13290700000015931,bound_block=0.957 L_pred=1.0283
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,reset_first_moment,E_loss_probe,0.0,1.3917690515518188,0.0,0.0,0.017937932163476944,0.02433454990386963,0.08916588127613068,0.02811439335346222,True,False,False,True,False,0.002985199999784527,probe_steps=5 loss_thr=0.05
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,reset_first_moment,F_repaired_analyzer,0.0,1.3917690515518188,0.0,0.0,0.017937932163476944,0.02433454990386963,0.08916588127613068,0.02811439335346222,False,False,False,False,False,0.2526651000007405,"decision=flagged_dangerous; expansive regime, bound reaches danger threshold; L_used=1.0283(clean=1.0283,rw=1.0238); bound=0.05481"
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,reset_second_moment,A_param_norm,0.0,4.226723670959473,0.0,0.0,1.7076084613800049,80.38969683647156,3.560349225997925,80.38969683647156,True,False,False,True,False,6.000000212225132e-07,threshold_theta=0.03132
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,reset_second_moment,B_optimizer_norm,0.0,4.226723670959473,0.0,0.0,1.7076084613800049,80.38969683647156,3.560349225997925,80.38969683647156,False,False,False,False,False,1e-06,threshold_M=0.445
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,reset_second_moment,C_raw_product,0.0,4.226723670959473,0.0,0.0,1.7076084613800049,80.38969683647156,3.560349225997925,80.38969683647156,False,False,False,False,False,0.13290700000015931,bound_raw=12.92 L_pred=1.0283 regime=expansive danger=0.03132
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,reset_second_moment,D_block_normalized,0.0,4.226723670959473,0.0,0.0,1.7076084613800049,80.38969683647156,3.560349225997925,80.38969683647156,False,False,False,False,False,0.13290700000015931,bound_block=0.957 L_pred=1.0283
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,reset_second_moment,E_loss_probe,0.0,4.226723670959473,0.0,0.0,1.7076084613800049,80.38969683647156,3.560349225997925,80.38969683647156,False,False,False,False,False,0.0020033999999213847,probe_steps=5 loss_thr=0.05
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,reset_second_moment,F_repaired_analyzer,0.0,4.226723670959473,0.0,0.0,1.7076084613800049,80.38969683647156,3.560349225997925,80.38969683647156,False,False,False,False,False,0.2511970999994446,"decision=flagged_dangerous; expansive regime, bound reaches danger threshold; L_used=1.6584(clean=1.0283,rw=1.6584); bound=1.048e+09"
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,scheduler_mismatch,A_param_norm,0.0,0.0,0.008968967013061047,0.0,0.008968967013061047,0.011700354516506195,0.0774640366435051,0.012131884694099426,True,False,False,True,False,2.999995558639057e-07,threshold_theta=0.03132
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,scheduler_mismatch,B_optimizer_norm,0.0,0.0,0.008968967013061047,0.0,0.008968967013061047,0.011700354516506195,0.0774640366435051,0.012131884694099426,True,False,False,True,False,1e-06,threshold_M=0.445
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,scheduler_mismatch,C_raw_product,0.0,0.0,0.008968967013061047,0.0,0.008968967013061047,0.011700354516506195,0.0774640366435051,0.012131884694099426,False,False,False,False,False,0.13290700000015931,bound_raw=0 L_pred=1.0283 regime=expansive danger=0.03132
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,scheduler_mismatch,D_block_normalized,0.0,0.0,0.008968967013061047,0.0,0.008968967013061047,0.011700354516506195,0.0774640366435051,0.012131884694099426,False,False,False,False,False,0.13290700000015931,bound_block=0 L_pred=1.0283
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,scheduler_mismatch,E_loss_probe,0.0,0.0,0.008968967013061047,0.0,0.008968967013061047,0.011700354516506195,0.0774640366435051,0.012131884694099426,True,False,False,True,False,0.0019941999998991378,probe_steps=5 loss_thr=0.05
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,scheduler_mismatch,F_repaired_analyzer,0.0,0.0,0.008968967013061047,0.0,0.008968967013061047,0.011700354516506195,0.0774640366435051,0.012131884694099426,,False,False,False,True,0.24930400000084774,"decision=abstained; expansive regime but bound below danger threshold (cannot certify); L_used=1.0283(clean=1.0283,rw=1.0173); bound=0.02741"
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,ema_shadow_present_not_loaded,A_param_norm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,3.0000046535860747e-07,threshold_theta=0.03132
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,ema_shadow_present_not_loaded,B_optimizer_norm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,1e-06,threshold_M=0.445
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,ema_shadow_present_not_loaded,C_raw_product,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0.13290700000015931,bound_raw=0 L_pred=1.0283 regime=expansive danger=0.03132
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,ema_shadow_present_not_loaded,D_block_normalized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0.13290700000015931,bound_block=0 L_pred=1.0283
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,ema_shadow_present_not_loaded,E_loss_probe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,0.0027399000000514206,probe_steps=5 loss_thr=0.05
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,ema_shadow_present_not_loaded,F_repaired_analyzer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,0.27761350000037055,"decision=certified_safe; zero displacement (no-op): bound is identically zero; L_used=1.0283(clean=1.0283,rw=1.0184); bound=0"
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,ema_loaded_as_parameters,A_param_norm,1.3281701803207397,0.0,0.0,0.0,1.3281701803207397,16.4494546353817,1.3281701803207397,16.4494546353817,False,False,False,False,False,1.9999970390927047e-07,threshold_theta=0.03132
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,ema_loaded_as_parameters,B_optimizer_norm,1.3281701803207397,0.0,0.0,0.0,1.3281701803207397,16.4494546353817,1.3281701803207397,16.4494546353817,True,False,False,True,False,1e-06,threshold_M=0.445
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,ema_loaded_as_parameters,C_raw_product,1.3281701803207397,0.0,0.0,0.0,1.3281701803207397,16.4494546353817,1.3281701803207397,16.4494546353817,False,False,False,False,False,0.13290700000015931,bound_raw=4.059 L_pred=1.0283 regime=expansive danger=0.03132
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,ema_loaded_as_parameters,D_block_normalized,1.3281701803207397,0.0,0.0,0.0,1.3281701803207397,16.4494546353817,1.3281701803207397,16.4494546353817,False,False,False,False,False,0.13290700000015931,bound_block=4.059 L_pred=1.0283
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,ema_loaded_as_parameters,E_loss_probe,1.3281701803207397,0.0,0.0,0.0,1.3281701803207397,16.4494546353817,1.3281701803207397,16.4494546353817,False,False,False,False,False,0.0019589000003179535,probe_steps=5 loss_thr=0.05
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,ema_loaded_as_parameters,F_repaired_analyzer,1.3281701803207397,0.0,0.0,0.0,1.3281701803207397,16.4494546353817,1.3281701803207397,16.4494546353817,False,False,False,False,False,0.2911719000003359,"decision=flagged_dangerous; expansive regime, bound reaches danger threshold; L_used=1.0283(clean=1.0283,rw=1.0257); bound=4.059"
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,mild_lr_decrease,A_param_norm,0.0,0.0,0.008968966081738472,0.0,0.008968966081738472,0.017971038818359375,0.10624025762081146,0.024853043258190155,True,False,False,True,False,1.100000190490391e-06,threshold_theta=0.03132
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,mild_lr_decrease,B_optimizer_norm,0.0,0.0,0.008968966081738472,0.0,0.008968966081738472,0.017971038818359375,0.10624025762081146,0.024853043258190155,True,False,False,True,False,1e-06,threshold_M=0.445
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,mild_lr_decrease,C_raw_product,0.0,0.0,0.008968966081738472,0.0,0.008968966081738472,0.017971038818359375,0.10624025762081146,0.024853043258190155,False,False,False,False,False,0.13290700000015931,bound_raw=0 L_pred=1.0283 regime=expansive danger=0.03132
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,mild_lr_decrease,D_block_normalized,0.0,0.0,0.008968966081738472,0.0,0.008968966081738472,0.017971038818359375,0.10624025762081146,0.024853043258190155,False,False,False,False,False,0.13290700000015931,bound_block=0 L_pred=1.0283
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,mild_lr_decrease,E_loss_probe,0.0,0.0,0.008968966081738472,0.0,0.008968966081738472,0.017971038818359375,0.10624025762081146,0.024853043258190155,True,False,False,True,False,0.0024798999993436155,probe_steps=5 loss_thr=0.05
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,mild_lr_decrease,F_repaired_analyzer,0.0,0.0,0.008968966081738472,0.0,0.008968966081738472,0.017971038818359375,0.10624025762081146,0.024853043258190155,,False,False,False,True,0.2737989999995989,"decision=abstained; expansive regime but bound below danger threshold (cannot certify); L_used=1.0303(clean=1.0283,rw=1.0303); bound=0.02958"
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,severe_lr_increase,A_param_norm,0.0,0.0,0.1614413857460022,0.0,0.1614413857460022,0.3240750879049301,0.6268767714500427,0.33143240958452225,True,False,False,True,False,3.0000046535860747e-07,threshold_theta=0.03132
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,severe_lr_increase,B_optimizer_norm,0.0,0.0,0.1614413857460022,0.0,0.1614413857460022,0.3240750879049301,0.6268767714500427,0.33143240958452225,True,False,False,True,False,1e-06,threshold_M=0.445
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,severe_lr_increase,C_raw_product,0.0,0.0,0.1614413857460022,0.0,0.1614413857460022,0.3240750879049301,0.6268767714500427,0.33143240958452225,False,False,False,False,False,0.13290700000015931,bound_raw=0 L_pred=1.0283 regime=expansive danger=0.03132
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,severe_lr_increase,D_block_normalized,0.0,0.0,0.1614413857460022,0.0,0.1614413857460022,0.3240750879049301,0.6268767714500427,0.33143240958452225,False,False,False,False,False,0.13290700000015931,bound_block=0 L_pred=1.0283
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,severe_lr_increase,E_loss_probe,0.0,0.0,0.1614413857460022,0.0,0.1614413857460022,0.3240750879049301,0.6268767714500427,0.33143240958452225,False,False,False,False,False,0.0019417000003159046,probe_steps=5 loss_thr=0.05
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,severe_lr_increase,F_repaired_analyzer,0.0,0.0,0.1614413857460022,0.0,0.1614413857460022,0.3240750879049301,0.6268767714500427,0.33143240958452225,False,False,False,False,False,0.30591679999997723,"decision=flagged_dangerous; expansive regime, bound reaches danger threshold; L_used=1.2793(clean=1.0283,rw=1.2793); bound=3070"
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,optimizer_state_from_older_checkpoint,A_param_norm,0.0,7.995499610900879,0.0,0.006021228153258562,0.0638786181807518,0.23145850002765656,0.27925047278404236,0.587429404258728,True,False,False,True,False,3.0000046535860747e-07,threshold_theta=0.03132
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,optimizer_state_from_older_checkpoint,B_optimizer_norm,0.0,7.995499610900879,0.0,0.006021228153258562,0.0638786181807518,0.23145850002765656,0.27925047278404236,0.587429404258728,False,False,False,False,False,1e-06,threshold_M=0.445
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,optimizer_state_from_older_checkpoint,C_raw_product,0.0,7.995499610900879,0.0,0.006021228153258562,0.0638786181807518,0.23145850002765656,0.27925047278404236,0.587429404258728,False,False,False,False,False,0.13290700000015931,bound_raw=24.43 L_pred=1.0283 regime=expansive danger=0.03132
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,optimizer_state_from_older_checkpoint,D_block_normalized,0.0,7.995499610900879,0.0,0.006021228153258562,0.0638786181807518,0.23145850002765656,0.27925047278404236,0.587429404258728,False,False,False,False,False,0.13290700000015931,bound_block=5.493 L_pred=1.0283
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,optimizer_state_from_older_checkpoint,E_loss_probe,0.0,7.995499610900879,0.0,0.006021228153258562,0.0638786181807518,0.23145850002765656,0.27925047278404236,0.587429404258728,False,False,False,False,False,0.002102800000102434,probe_steps=5 loss_thr=0.05
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,optimizer_state_from_older_checkpoint,F_repaired_analyzer,0.0,7.995499610900879,0.0,0.006021228153258562,0.0638786181807518,0.23145850002765656,0.27925047278404236,0.587429404258728,False,False,False,False,False,0.25344680000034714,"decision=flagged_dangerous; expansive regime, bound reaches danger threshold; L_used=1.0283(clean=1.0283,rw=1.0248); bound=0.1952"
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,params_current_optimizer_older,A_param_norm,0.0,7.995499610900879,0.0,0.0,0.09909094125032425,0.5604242533445358,0.3884899616241455,1.0638918280601501,True,False,False,True,False,2.999995558639057e-07,threshold_theta=0.03132
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,params_current_optimizer_older,B_optimizer_norm,0.0,7.995499610900879,0.0,0.0,0.09909094125032425,0.5604242533445358,0.3884899616241455,1.0638918280601501,False,False,False,False,False,1e-06,threshold_M=0.445
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,params_current_optimizer_older,C_raw_product,0.0,7.995499610900879,0.0,0.0,0.09909094125032425,0.5604242533445358,0.3884899616241455,1.0638918280601501,False,False,False,False,False,0.13290700000015931,bound_raw=24.43 L_pred=1.0283 regime=expansive danger=0.03132
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,params_current_optimizer_older,D_block_normalized,0.0,7.995499610900879,0.0,0.0,0.09909094125032425,0.5604242533445358,0.3884899616241455,1.0638918280601501,False,False,False,False,False,0.13290700000015931,bound_block=5.493 L_pred=1.0283
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,params_current_optimizer_older,E_loss_probe,0.0,7.995499610900879,0.0,0.0,0.09909094125032425,0.5604242533445358,0.3884899616241455,1.0638918280601501,False,False,False,False,False,0.0020404999995662365,probe_steps=5 loss_thr=0.05
quadratic,"synthetic_quadratic(n=20,kappa=30)",1,params_current_optimizer_older,F_repaired_analyzer,0.0,7.995499610900879,0.0,0.0,0.09909094125032425,0.5604242533445358,0.3884899616241455,1.0638918280601501,False,False,False,False,False,0.25012990000050195,"decision=flagged_dangerous; expansive regime, bound reaches danger threshold; L_used=1.0283(clean=1.0283,rw=1.0227); bound=0.3028"
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,exact_restore,A_param_norm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,4.000003173132427e-07,threshold_theta=0.06789
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,exact_restore,B_optimizer_norm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,1e-06,threshold_M=0.3275
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,exact_restore,C_raw_product,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0.13484520000019984,bound_raw=0 L_pred=1.0158 regime=expansive danger=0.06789
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,exact_restore,D_block_normalized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0.13484520000019984,bound_block=0 L_pred=1.0158
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,exact_restore,E_loss_probe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,0.0019126999995933147,probe_steps=5 loss_thr=0.05
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,exact_restore,F_repaired_analyzer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,0.25067459999991115,"decision=certified_safe; zero displacement (no-op): bound is identically zero; L_used=1.0234(clean=1.0158,rw=1.0234); bound=0"
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,noop_restore,A_param_norm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,1.9999970390927047e-07,threshold_theta=0.06789
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,noop_restore,B_optimizer_norm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,1e-06,threshold_M=0.3275
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,noop_restore,C_raw_product,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0.13484520000019984,bound_raw=0 L_pred=1.0158 regime=expansive danger=0.06789
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,noop_restore,D_block_normalized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0.13484520000019984,bound_block=0 L_pred=1.0158
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,noop_restore,E_loss_probe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,0.0019664999999804422,probe_steps=5 loss_thr=0.05
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,noop_restore,F_repaired_analyzer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,0.2509616000006645,"decision=certified_safe; zero displacement (no-op): bound is identically zero; L_used=1.0221(clean=1.0158,rw=1.0221); bound=0"
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,stale_adam_moments,A_param_norm,0.0,3.2948663234710693,0.0,0.0,0.05428793281316757,0.11605499684810638,0.21789811551570892,0.17116130888462067,True,False,False,True,False,5.000001692678779e-07,threshold_theta=0.06789
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,stale_adam_moments,B_optimizer_norm,0.0,3.2948663234710693,0.0,0.0,0.05428793281316757,0.11605499684810638,0.21789811551570892,0.17116130888462067,False,False,False,False,False,1e-06,threshold_M=0.3275
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,stale_adam_moments,C_raw_product,0.0,3.2948663234710693,0.0,0.0,0.05428793281316757,0.11605499684810638,0.21789811551570892,0.17116130888462067,False,False,False,False,False,0.13484520000019984,bound_raw=6.166 L_pred=1.0158 regime=expansive danger=0.06789
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,stale_adam_moments,D_block_normalized,0.0,3.2948663234710693,0.0,0.0,0.05428793281316757,0.11605499684810638,0.21789811551570892,0.17116130888462067,False,False,False,False,False,0.13484520000019984,bound_block=3.124 L_pred=1.0158
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,stale_adam_moments,E_loss_probe,0.0,3.2948663234710693,0.0,0.0,0.05428793281316757,0.11605499684810638,0.21789811551570892,0.17116130888462067,False,False,False,False,False,0.00199129999964498,probe_steps=5 loss_thr=0.05
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,stale_adam_moments,F_repaired_analyzer,0.0,3.2948663234710693,0.0,0.0,0.05428793281316757,0.11605499684810638,0.21789811551570892,0.17116130888462067,False,False,False,False,False,0.255280400000629,"decision=flagged_dangerous; expansive regime, bound reaches danger threshold; L_used=1.0184(clean=1.0158,rw=1.0184); bound=0.1126"
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,reset_first_moment,A_param_norm,0.0,1.339661955833435,0.0,0.0,0.020576147362589836,0.02709287405014038,0.10924903303384781,0.045566730201244354,True,False,False,True,False,9.999985195463523e-08,threshold_theta=0.06789
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,reset_first_moment,B_optimizer_norm,0.0,1.339661955833435,0.0,0.0,0.020576147362589836,0.02709287405014038,0.10924903303384781,0.045566730201244354,False,False,False,False,False,1e-06,threshold_M=0.3275
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,reset_first_moment,C_raw_product,0.0,1.339661955833435,0.0,0.0,0.020576147362589836,0.02709287405014038,0.10924903303384781,0.045566730201244354,False,False,False,False,False,0.13484520000019984,bound_raw=2.507 L_pred=1.0158 regime=expansive danger=0.06789
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,reset_first_moment,D_block_normalized,0.0,1.339661955833435,0.0,0.0,0.020576147362589836,0.02709287405014038,0.10924903303384781,0.045566730201244354,False,False,False,False,False,0.13484520000019984,bound_block=1.27 L_pred=1.0158
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,reset_first_moment,E_loss_probe,0.0,1.339661955833435,0.0,0.0,0.020576147362589836,0.02709287405014038,0.10924903303384781,0.045566730201244354,True,False,False,True,False,0.0019294000003355904,probe_steps=5 loss_thr=0.05
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,reset_first_moment,F_repaired_analyzer,0.0,1.339661955833435,0.0,0.0,0.020576147362589836,0.02709287405014038,0.10924903303384781,0.045566730201244354,,False,False,False,True,0.2540681999998924,"decision=abstained; expansive regime but bound below danger threshold (cannot certify); L_used=1.0158(clean=1.0158,rw=1.0154); bound=0.03851"
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,reset_second_moment,A_param_norm,0.0,2.988950490951538,0.0,0.0,1.7047110795974731,1691.8962568044662,14.160714149475098,1691.8962568044662,True,False,False,True,False,6.000000212225132e-07,threshold_theta=0.06789
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,reset_second_moment,B_optimizer_norm,0.0,2.988950490951538,0.0,0.0,1.7047110795974731,1691.8962568044662,14.160714149475098,1691.8962568044662,False,False,False,False,False,1e-06,threshold_M=0.3275
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,reset_second_moment,C_raw_product,0.0,2.988950490951538,0.0,0.0,1.7047110795974731,1691.8962568044662,14.160714149475098,1691.8962568044662,False,False,False,False,False,0.13484520000019984,bound_raw=5.593 L_pred=1.0158 regime=expansive danger=0.06789
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,reset_second_moment,D_block_normalized,0.0,2.988950490951538,0.0,0.0,1.7047110795974731,1691.8962568044662,14.160714149475098,1691.8962568044662,False,False,False,False,False,0.13484520000019984,bound_block=1.27 L_pred=1.0158
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,reset_second_moment,E_loss_probe,0.0,2.988950490951538,0.0,0.0,1.7047110795974731,1691.8962568044662,14.160714149475098,1691.8962568044662,False,False,False,False,False,0.002070399999865913,probe_steps=5 loss_thr=0.05
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,reset_second_moment,F_repaired_analyzer,0.0,2.988950490951538,0.0,0.0,1.7047110795974731,1691.8962568044662,14.160714149475098,1691.8962568044662,False,False,False,False,False,0.25574480000068434,"decision=flagged_dangerous; expansive regime, bound reaches danger threshold; L_used=1.8250(clean=1.0158,rw=1.8250); bound=4.812e+10"
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,scheduler_mismatch,A_param_norm,0.0,0.0,0.010288073681294918,0.0,0.010288073681294918,0.011101707816123962,0.13275519013404846,0.03935091197490692,True,False,False,True,False,2.999995558639057e-07,threshold_theta=0.06789
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,scheduler_mismatch,B_optimizer_norm,0.0,0.0,0.010288073681294918,0.0,0.010288073681294918,0.011101707816123962,0.13275519013404846,0.03935091197490692,True,False,False,True,False,1e-06,threshold_M=0.3275
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,scheduler_mismatch,C_raw_product,0.0,0.0,0.010288073681294918,0.0,0.010288073681294918,0.011101707816123962,0.13275519013404846,0.03935091197490692,False,False,False,False,False,0.13484520000019984,bound_raw=0 L_pred=1.0158 regime=expansive danger=0.06789
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,scheduler_mismatch,D_block_normalized,0.0,0.0,0.010288073681294918,0.0,0.010288073681294918,0.011101707816123962,0.13275519013404846,0.03935091197490692,False,False,False,False,False,0.13484520000019984,bound_block=0 L_pred=1.0158
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,scheduler_mismatch,E_loss_probe,0.0,0.0,0.010288073681294918,0.0,0.010288073681294918,0.011101707816123962,0.13275519013404846,0.03935091197490692,True,False,False,True,False,0.002091400000608701,probe_steps=5 loss_thr=0.05
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,scheduler_mismatch,F_repaired_analyzer,0.0,0.0,0.010288073681294918,0.0,0.010288073681294918,0.011101707816123962,0.13275519013404846,0.03935091197490692,,False,False,False,True,0.2530660000002172,"decision=abstained; expansive regime but bound below danger threshold (cannot certify); L_used=1.0217(clean=1.0158,rw=1.0217); bound=0.0243"
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,ema_shadow_present_not_loaded,A_param_norm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,3.0000046535860747e-07,threshold_theta=0.06789
