seed,checkpoint_age,cohort,rewrite_family,T_tau,crossed_H20,crossed_H100,first_step_S1,candidate_update_norm,clean_update_norm,update_cosine,heldout_task_gap_H100,max_heldout_task_gap_H100
1202,300,width448,optimizer_reset,,False,False,16.772920972359103,0.4148309528827667,0.024482199922204018,0.1999092400074005,0.1881333192189536,0.6087745825449624
1203,75,width448,exact_restore,,False,False,0.0,0.30075138807296753,0.30075138807296753,1.0,0.0,0.0
1203,75,width448,benign_nonzero,,False,False,0.0009594991698833346,0.3007514476776123,0.30075138807296753,0.9999995827674866,0.0011951923370361328,0.009014527002970674
1203,75,width448,reset_m,,False,False,0.9857120943426609,0.11552786827087402,0.30075138807296753,0.22899504005908966,0.15036018689473485,1.1018850008646646
1203,75,width448,reset_v,1.0,True,True,213587.10128945936,64236.65625,0.30075138807296753,0.12496364116668701,557308226215.8247,1460090393936.4973
1203,75,width448,stale_m,,False,False,1.8053377769164936,0.49819302558898926,0.30075138807296753,0.14631202816963196,0.09222443898518895,1.3463358084360757
1203,75,width448,stale_v,1.0,True,True,2516.9988760801416,757.0054321289062,0.30075138807296753,0.04830799624323845,0.021854400634765625,22.63312021891276
1203,75,width448,stale_mv,,False,False,1.9934931648635175,0.5645184516906738,0.30075138807296753,0.14629918336868286,0.14009737968444824,1.6480123996734624
1203,75,width448,model_current_optimizer_stale,,False,False,1.7203826729296945,0.4673135280609131,0.30075138807296753,0.14629755914211273,0.09119717280070017,1.4012054602305093
1203,75,width448,optimizer_reset,16.0,True,True,11.195889785686305,3.3861048221588135,0.30075138807296753,0.10716073960065842,0.3340280055999756,22.29582341512044
1203,150,width448,exact_restore,,False,False,0.0,0.09178071469068527,0.09178071469068527,0.9999996423721313,0.0,0.0
1203,150,width448,benign_nonzero,,False,False,0.0,0.09178071469068527,0.09178071469068527,0.9999996423721313,0.0008916060129799952,0.0012043317159018407
1203,150,width448,reset_m,,False,False,0.9095633358856734,0.03579052537679672,0.09178071469068527,0.4164060354232788,0.004077752431233428,0.08962353070577
1203,150,width448,reset_v,1.0,True,True,54167.589081902064,4971.54736328125,0.09178071469068527,0.0769428014755249,324271.0311530431,79143343.79948871
1203,150,width448,stale_m,,False,False,1.5133274489896849,0.12122688442468643,0.09178071469068527,0.17202651500701904,0.014605204264322769,0.15099032719930028
1203,150,width448,stale_v,1.0,True,True,668.7058617550784,61.37583923339844,0.09178071469068527,0.01748821698129177,0.002110322316487334,0.006018082300821792
1203,150,width448,stale_mv,,False,False,1.5500832521451466,0.1256486028432846,0.09178071469068527,0.17217811942100525,0.013419310251871597,0.15353020032246922
1203,150,width448,model_current_optimizer_stale,,False,False,1.4662386526100253,0.11548157781362534,0.09178071469068527,0.17218413949012756,0.018963416417439483,0.14167300860087062
1203,150,width448,optimizer_reset,,False,False,17.57926660309671,1.631451964378357,0.09178071469068527,0.22332096099853516,0.06595285733540868,7.324363867441814
1203,300,width448,exact_restore,,False,False,0.0,0.023362869396805763,0.023362869396805763,1.000000238418579,0.0,0.0
1203,300,width448,benign_nonzero,,False,False,0.0,0.023362869396805763,0.023362869396805763,1.000000238418579,0.0002621809641518702,0.0005715688069662939
1203,300,width448,reset_m,,False,False,0.8999132971440581,0.010929527692496777,0.023362869396805763,0.43714603781700134,0.0005750656127929688,0.0252154668172202
1203,300,width448,reset_v,1.0,True,True,36200.96000967602,845.76025390625,0.023362869396805763,0.08424673974514008,217.4837222894033,12647.86730615298
1203,300,width448,stale_m,,False,False,1.247893759297037,0.024165863171219826,0.023362869396805763,0.24782390892505646,0.0038303534189858546,0.034998416900634766
1203,300,width448,stale_v,,False,False,0.4826442485529306,0.026180658489465714,0.023362869396805763,0.9025536179542542,0.0003596146901450048,0.0014568964640297999
1203,300,width448,stale_mv,,False,False,1.2489430427729498,0.024218378588557243,0.023362869396805763,0.2482682317495346,0.0031832059224448095,0.03451792399088527
1203,300,width448,model_current_optimizer_stale,,False,False,1.999222026496116,0.046658821403980255,0.023362869396805763,0.24827107787132263,0.010529279708862305,0.1891486644744873
1203,300,width448,optimizer_reset,,False,False,16.98959239238616,0.4022409915924072,0.023362869396805763,0.2550504803657532,0.05754057566324855,0.6233603954315186
