cohort,seed,checkpoint_age,rewrite_family,kappa_t,eps_c,tolerance,first_step_S1,representable,empty_state,coordinate_count,fraction_R_gt_1_plus_tol,max_R,q95_R,q99_R,q999_R,v_zero_m_nonzero
primary,1101,300,reset_mv_preserve_counter,52.8571428571428,1e-30,1e-05,,True,False,19484864,0.0,0.0,0.0,0.0,0.0,0
primary,1102,75,exact_restore,52.85713505761189,1e-30,1e-05,0.0,True,False,19484864,0.0,0.7102597951889038,0.010843358002603054,0.04799053072929382,0.17656050622463226,0
primary,1102,75,reset_m,52.85713505761189,1e-30,1e-05,0.9421988880561264,True,False,19484864,0.0,0.0,0.0,0.0,0.0,0
primary,1102,75,reset_v,52.85713505761189,1e-30,1e-05,115851.9472229936,True,False,19484864,0.9989883429517393,5.29973623169144e+28,3.2426802184322357e+24,1.29283406321411e+25,6.431970601952686e+25,19465152
primary,1102,75,stale_m,52.85713505761189,1e-30,1e-05,1.6860078735216677,True,False,19484864,0.0,0.5813583731651306,0.0313548780977726,0.08404003828763962,0.18266774713993073,0
primary,1102,75,stale_v,52.85713505761189,1e-30,1e-05,5229.360771134903,True,False,19484864,0.0019450995398274272,9.224865646663994e+24,0.019767023622989655,0.16607382893562317,2.1972968578338623,4034
primary,1102,75,stale_mv,52.85713505761189,1e-30,1e-05,1.9118029336861855,True,False,19484864,0.0,0.6874994039535522,0.043670911341905594,0.12497463822364807,0.26372000575065613,0
primary,1102,75,optimizer_reset,52.85713505761189,1e-30,1e-05,8.888005824878025,True,True,0,0.0,0.0,0.0,0.0,0.0,0
primary,1102,75,reset_mv_preserve_counter,52.85713505761189,1e-30,1e-05,,True,False,19484864,0.0,0.0,0.0,0.0,0.0,0
primary,1102,150,exact_restore,52.857142857141646,1e-30,1e-05,0.0,True,False,19484864,0.0,0.2585234045982361,0.0014429971342906356,0.005646377801895142,0.018438896164298058,0
primary,1102,150,reset_m,52.857142857141646,1e-30,1e-05,0.9042976087483438,True,False,19484864,0.0,0.0,0.0,0.0,0.0,0
primary,1102,150,reset_v,52.857142857141646,1e-30,1e-05,46109.815465788655,True,False,19484864,0.9990112838354941,4.140010387278588e+28,6.877506798760536e+23,3.582555136922059e+24,2.3158642029317367e+25,19465600
primary,1102,150,stale_m,52.857142857141646,1e-30,1e-05,1.4764977307874274,True,False,19484864,0.0,0.4252779185771942,0.002222549170255661,0.008570021018385887,0.02857576683163643,0
primary,1102,150,stale_v,52.857142857141646,1e-30,1e-05,8465.209137385973,True,False,19484864,4.9525621528587526e-05,8.026280956484936e+24,0.0014798786723986268,0.006095469929277897,0.02200927585363388,448
primary,1102,150,stale_mv,52.857142857141646,1e-30,1e-05,1.5034930140279665,True,False,19484864,0.0,0.4218289852142334,0.002277407329529524,0.009161818772554398,0.03264082223176956,0
primary,1102,150,optimizer_reset,52.857142857141646,1e-30,1e-05,16.172859920455462,True,True,0,0.0,0.0,0.0,0.0,0.0,0
primary,1102,150,reset_mv_preserve_counter,52.857142857141646,1e-30,1e-05,,True,False,19484864,0.0,0.0,0.0,0.0,0.0,0
primary,1102,300,exact_restore,52.8571428571428,1e-30,1e-05,0.0,True,False,19484864,0.0,0.18625065684318542,0.000729951134417206,0.0027169999666512012,0.00905018299818039,0
primary,1102,300,reset_m,52.8571428571428,1e-30,1e-05,0.8800081847608275,True,False,19484864,0.0,0.0,0.0,0.0,0.0,0
primary,1102,300,reset_v,52.8571428571428,1e-30,1e-05,36770.570104779654,True,False,19484864,0.9193340533452017,1.3424985458784074e+28,3.239776081219725e+23,1.6917102585168656e+24,1.0728535272470611e+25,19467840
primary,1102,300,stale_m,52.8571428571428,1e-30,1e-05,1.2090844678708,True,False,19484864,0.0,0.2303706407546997,0.0007095023174770176,0.002488155383616686,0.007426422089338303,0
primary,1102,300,stale_v,52.8571428571428,1e-30,1e-05,820.5706905155859,True,False,19484864,2.576358757238439e-05,7.913803627848952e+22,0.0007273105438798666,0.002761389594525099,0.009715951979160309,448
primary,1102,300,stale_mv,52.8571428571428,1e-30,1e-05,1.212035997413026,True,False,19484864,0.0,0.2678500711917877,0.0007067511905916035,0.002514570252969861,0.007689035031944513,0
primary,1102,300,optimizer_reset,52.8571428571428,1e-30,1e-05,16.02377939998956,True,True,0,0.0,0.0,0.0,0.0,0.0,0
primary,1102,300,reset_mv_preserve_counter,52.8571428571428,1e-30,1e-05,,True,False,19484864,0.0,0.0,0.0,0.0,0.0,0
primary,1103,75,exact_restore,52.85713505761189,1e-30,1e-05,0.0,True,False,19484864,0.0,0.6277530789375305,0.03336003050208092,0.09394087642431259,0.2177855521440506,0
